,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
Počet osob v domech celkem s vlastnictvím:  fyzická osoba,0.06506449105466984,-0.0038317462359596516,0.02384731285600522,0.27334729131639973,-0.07650841082495688,-0.04056256282303717,-0.029749620660432435,0.007445821872178518,0.2165976037869514,0.26033237891554173,-0.16835706608654705,0.0880553732298416,-0.03692713020551214,0.07301626937638411,0.05555645066787977,-0.07877797178188549,-0.24891846959038505,0.15358313852750716,-0.1365955306981661,0.10014417394395106,0.39231655659812265,-0.044268330368111286,0.0043516396140923005,0.06130847921633989,0.24370388052138617,0.15586292800079338,0.07278212482372683,0.018412387257573604,-0.09221993502530267
"Počet osob v domech celkem s vlastnictvím:   obec, stát",0.021291438868098794,-0.0845283407867955,-0.09728772702766668,0.1340720788652808,-0.029754184675649668,-0.028415045795987054,-0.04564321873339073,0.048897037350554,0.2537806953554346,0.46089752540678436,-0.16320962402823375,0.005879935976760538,-0.08082381384988743,0.015782895434627915,-0.015134964323962288,0.14149955698843394,-0.11974156502356159,0.053456539075033054,-0.2258102849557643,0.1596806912189154,0.2908746803266549,-0.12109940249974263,0.016754001346201405,-0.0335028801311752,0.1858816388737346,0.06495381522586244,0.17980790264180976,-0.019492756731408427,-0.05911859323792005
Počet osob v domech celkem s vlastnictvím:   bytové družstvo,0.0003652700302474189,-0.09155153276364451,-0.044824863941380286,0.09885653713565444,-0.03133984550218596,-0.019665275720133178,-0.03205074843836723,0.056770360915932,0.3574991222339018,0.5987897506172246,-0.23155155231971508,-0.19029083296124044,-0.021224770957223357,-0.018210738167226546,0.06846052391491997,0.014559063815650877,0.20181820464336417,-0.16005284136011694,0.1858517275355512,-0.08812844035966459,-0.2754529475368748,0.06565333538612825,0.01392470311760242,0.03321357862641969,-0.15772118851127712,-0.09522905445567456,-0.12931737356169912,-0.017244987354404884,0.048405963137110826
Počet osob v domech celkem s vlastnictvím:   spoluvlastnictví vlastníků bytů,0.028133101954344507,-0.1501859393401451,-0.0903586421860719,0.34218052771555363,-0.13572019509209404,-0.07348040611867147,-0.03138455160874681,0.05142548062772022,0.3794886738684208,0.615622897077405,-0.24602041090749843,-0.14630545997453484,-0.04406495471777884,-0.00842786433874524,0.04109374146484707,0.03783321720915775,0.062302295526238075,-0.08930691832161092,0.062289569865609566,-0.0030319992542906823,-0.07866652578123301,0.02095065689293124,0.022335965592230257,0.019809977119696134,-0.09890876353963607,-0.053307909045820535,-0.025147150886084366,0.0013061886102679328,0.030036426681461222
"Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: zemědělství, lesnictví ,rybářství - celkem",0.10337908706972233,0.42024626787417196,0.033230563763670805,0.06805589393194442,0.13164727978345267,0.05356485767297199,-0.09820760738468953,0.07917538787410752,0.16663366897993107,-0.18759957947174263,-0.12195593443111416,-0.23688644654716776,-0.043426400841167716,0.1870479866251429,-0.010025572487736239,0.003186846337242321,-0.011278589786740671,-0.04022475020460222,0.035694081779908966,0.3791289871350914,-0.08050196514580338,0.12459216277335562,-0.23154200296732205,0.12687399813059017,-0.03887200810931954,0.2512523647835197,-0.0917418351103855,0.08322825782889098,0.004473660941794214
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: průmysl - celkem,0.01278680389351473,0.20477572955344464,-0.031861632687074315,0.07223676137879102,0.222519468248158,-0.11778681424793556,0.43321538367196777,0.47811700077246766,-0.2342046558088941,0.07340058203252985,-0.014839349707707759,0.0700325895772672,0.09669937938179891,-0.05224568138753462,-0.09475576767807871,-0.05128905540964084,0.15055020246033488,-0.31511575066397896,-0.18676592970289668,-0.009381547119206402,0.06242096195849812,-0.08167452197385414,0.044752996670802174,0.15967613773079026,0.1436535479009914,-0.10403200324295366,-0.011953837459592205,0.08849784428305033,-0.010348302139340428
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: stavebnictví - celkem,0.00038279384878616964,0.014671520019140169,0.103865864923162,0.02038270930411734,0.03795418538156745,0.008540428944197563,0.10057997507310461,0.06697507943476201,0.2953214659494196,-0.1447691721457016,-0.1278418413204704,0.13302152862016392,-0.26872314625501365,0.04722278931203951,-0.054927957948501444,-0.06558220503424039,0.26614896813185135,0.39316775395117526,-0.21123372680245664,-0.15126711346457541,-0.2814067395163205,-0.09289202122929317,0.35083097674211144,-0.21947072773055262,0.0902808123922924,0.052104877205906314,0.28655837432272596,-0.1573928007586407,0.05218851323937267
"Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: velkoobchod a maloobchod, opravy a údržba motorových vozidel - celkem",-0.03262357576637612,-0.2844740567652115,0.1851741919981273,-0.062280475571987876,-0.16426094703359334,0.02118221796060681,0.1935716761409905,0.00939726401311097,0.06722804640546044,-0.00899068402366193,0.06697005658565112,0.04806670650172169,-0.3200741540621632,0.03828896114634163,-0.04505274905170898,-0.09066847262412768,0.11333123051646203,-0.021181567544825877,0.3416348565369464,-0.2191535650036919,0.12321782828174278,0.01915530533859512,-0.15249790410223912,-0.09320967196893779,-0.0742084523463439,-0.20200783989491206,0.18867975351995472,0.19177297271391194,-0.3047968449152698
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: doprava a skladování - celkem,-0.0007423633413880399,-0.09595076211466738,-0.046666431770311434,0.030062632641243394,-0.016270080896337878,0.002263902708986367,0.3541130903593912,-0.00976318250748331,0.009597136632970687,0.06112556997999122,-0.06540069978410551,0.20430204992549245,-0.04301280204800356,0.08967741502979971,0.03977718647698042,-0.27324568322024734,-0.19642457274266814,0.27879124044487535,0.4852433541568744,-0.05386161129870841,0.2059447840366374,0.08022372388447029,0.05569631871454567,-0.03398639700094139,-0.21103647685899748,0.2792958191617698,-0.08161603327873264,-0.20339985458394794,0.17524099299040122
"Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: ubytování, stravování a pohostinství - celkem",0.016570927285210684,-0.13176098156235613,-0.09694880836209677,-0.05363352477297613,-0.0743487193140041,0.08062245456966234,0.007100756997022951,-0.17701142000225645,0.3207842220512506,-0.22711454194886538,-0.018392130504028183,-0.14267543344867797,-0.020708507992294584,-0.027095953153389207,-0.30371526452089065,0.1301844444427232,0.0689229457679052,-0.2971939999788004,0.06684992004665881,0.11800736208091109,0.09761265530884983,-0.14752895717454315,5.938390311194023e-06,0.060430924114550304,0.013879247803761527,0.24952664202699104,0.06454631540959503,-0.17400713276506877,0.08256055427738883
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: informační a komunikační činnosti - celkem,-0.07820051896689414,-0.5773113427082432,0.1452371332701151,-0.0803770786910379,-0.2621160660920919,0.07342624772369778,-0.22419025609255896,0.006620844879109919,0.014305900204242187,-0.05326845874116551,-0.013739630485237941,-0.002423628859579839,-0.06161976705568388,0.0645333886092023,0.19008568230728756,-0.18197840388097627,-0.04471598176447621,-0.027637007436953152,-0.07956982760391647,-0.01838311051503913,0.0034350441013113685,0.04468827195073897,-0.10793752155386044,-0.02387513821257264,-0.019692695823260012,0.0008067597405740936,-0.028797732936819788,-0.010046701429152018,0.06350776301762645
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: peněžnictví a pojišťovnictví - celkem,-0.08167139556795636,-0.4276426143425658,0.19044937018025943,-0.0724985441511712,-0.24409662249666847,0.046806340506523596,-0.09848363261592226,-0.04928459080536487,-0.03298977173054628,0.007521136901686989,-0.0007708278639255394,0.03214492500054637,-0.13112800682612352,0.12639237066580908,0.16716564379750237,-0.11701638476851658,0.002961254209406191,0.01243928061295572,-0.04727753939906673,-0.03047270213853002,0.029717270454219197,0.09881058572372414,-0.21307839410541604,-0.08077633903075927,0.052741036851795514,-0.016131149227587967,-0.035158188040180074,0.14548929286111867,0.014344987722923057
"Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: činnosti v oblasti nemovitostí, profesní, věd. a tech. činnosti a administr. a podpůrné činnosti - celkem",-0.06326145564413486,-0.5763860162212436,0.029302623649090212,-0.05556668915119131,-0.21967485443250012,0.09024872064273035,-0.09848092561746573,0.041820211621654946,0.1444127280747796,-0.0839059134413652,-0.062151364155315525,0.11010506623353811,-0.03192185901352353,0.027105352085901126,0.1606715121945065,-0.17648399021191327,-0.12573241458915924,-0.09317387150975538,-0.1199256593138319,-0.10228187043508616,-0.03779181693203095,-0.019718308685017772,-0.11354818679691227,-0.03444742956891527,0.00493511627330748,0.016569064962819288,-0.11148291359981312,-0.028054962719627215,0.07246095704132137
"Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: veřejná správa a obrana, povinné sociální zabezpečení - celkem",-0.035343470667843394,-0.12000617454493791,0.1326999886820486,-0.04519703203500813,-0.1732857767011978,0.00445693952652117,0.13667241529135166,-0.13028942234023527,0.035342431653100956,0.06567710763034046,0.08109298757150725,0.07720332251998628,0.43497818785408837,0.21156305100022155,0.14584597933767987,0.3120390647074738,0.148629542331494,0.29200757308294445,0.15397425573178047,0.11305493093749822,-0.046129363204869295,-0.28303602405785927,-0.129069315989594,-0.03498352150942715,-0.004349525528912641,0.07285011770247159,0.11443594497840359,0.20773047299396044,-0.04439077660846609
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: vzdělávání - celkem,-0.04617178658422065,-0.18893079200222063,0.22235599125961228,-0.11108385351401796,-0.2627869889355498,-0.009904995223028581,-0.019064864228323843,0.015357121312239104,-0.04877079059530062,0.04996411821187656,0.17490918523178117,-0.08007062035145408,0.046695863812111195,-0.28816168059606595,0.05459766580989465,0.13155278778962662,-0.17329068336616754,0.14356149602045631,-0.0675307064085012,-0.05059000714356813,-0.2099565994703543,-0.21542778355422304,0.13789090650231825,0.43298050335780663,-0.1665943751843823,0.17415979646342558,0.012558558293986331,-0.2148604149113829,-0.011237459578397663
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: zdravotní a sociální péče - celkem,-0.03741487308216646,-0.18678477532366722,0.08678969081499419,-0.07191926512004924,-0.1912918487805012,-0.0027643718347269827,0.02570906666847366,0.10007806078530519,-0.02204352382272043,0.1401380407983339,0.15828409131633583,0.043460844427746545,0.023100123152541972,-0.1255812580665062,-0.24990421260563617,0.40341004437387123,-0.27072420127271835,0.1995083533118649,-0.1325017280264035,0.12218087737367737,-0.09482667230572413,0.3841611312389666,-0.01537052036501731,-0.3155842369761699,0.023274388593643374,-0.11094651206243958,-0.09938039761488714,0.03429691810758617,0.11825088306440154
Obyvatelstvo - zaměstnaní - odvětví ekon.čin.: nezjištěno - celkem,0.004318434260287087,-0.05571832071229708,-0.16167288417837872,0.033454432565277595,0.10791064668806798,0.025366208486998415,-0.0357857469286645,-0.02671504624701225,0.23537329307338664,-0.18112741055848577,-0.05062512273238736,0.05557786760011384,0.10468215879267977,-0.006590533413911182,0.20469600780719066,0.121635363452752,0.14626143034795078,0.19333590979392593,0.024461538610745775,-0.13901554417706632,0.27328351690065233,0.4410016023182521,0.2869840904183234,0.4571831787774841,0.11075879601889464,-0.16293058973951444,-0.1118601129580439,0.1177020487493205,0.01772811739846308
Hospodařící domácnosti v bytech - počet členů domácnosti: 1,-0.041755766054368953,-0.2343279657672359,-0.6046424420408212,-0.12165097658072258,-0.17648130501684126,0.03832224942057806,-0.023586572137260432,0.06576942735264346,-0.09358448216246597,-0.09261176713636396,-0.05479857567641086,-0.19889168389471035,-0.10084770014140938,-0.02070180375515915,0.046436487155780304,-0.045941375269130426,0.12708664015720864,0.028822310698493694,0.0008281224742694895,0.13744388290765946,0.044838258777322074,0.03267323887099347,0.024104413677396304,0.08837410120115999,-0.11030408489590904,0.13977728790263683,0.08534502185702975,0.09467203234939138,-0.0052542274546255345
Hospodařící domácnosti v bytech - počet členů domácnosti: 2,-0.02218263468149832,0.1574898266855912,-0.22746605870224118,-0.20850882629853426,-0.4503841227002045,-0.030902823012978177,0.14110027123699914,0.02612409195055346,-0.15281146887978536,-0.08486222735261602,-0.18295417316706797,-0.3229797841867741,0.08051487218292186,-0.08846679097591456,0.2883872855258107,-0.03716352037948006,-0.020461123670932353,-0.027594600548143094,-0.03324974707153736,0.010147046216591871,0.06905676145628815,0.07750405454071366,0.10003483789843895,-0.10607387029522963,-0.08676025672255179,0.09756934613195986,0.11879830203580664,0.11352218848281083,-0.08740111299251072
Hospodařící domácnosti v bytech - počet členů domácnosti: 3,-0.07140807332910269,-0.043693845477438535,0.11981713566311764,-0.05687720995472438,-0.08490450552033216,-0.04257952772886142,0.2372741284177837,0.07783434347426875,-0.17214936121637137,-0.02162665318936083,-0.00014504074413688954,-0.15046552630157856,-0.19593373445433043,0.34242501497571465,0.12102395887411041,0.29326018834114437,0.1451975311606571,0.04072203493538609,-0.10573009265262376,0.020671902083084705,0.1692248616920905,0.10238487861838216,-0.276250933514537,0.1520559395301862,-0.12367586187191212,-0.2746818079385898,0.15602884330140931,-0.4413077397561486,0.2233259599913143
Hospodařící domácnosti v bytech - počet členů domácnosti: 4,-0.10370172741540826,-0.016480231133550488,0.572462002946845,0.05581363344870375,0.0765422952913772,-0.05470380284331106,0.04729392955660372,-0.07776670512013356,-0.14964907215484582,0.12025915010502548,0.04713474690392954,0.0591173305670035,-0.0404449378336588,-0.02627356022926467,0.09340781484791323,0.10233850421966018,0.3283336067592011,-0.040031590530609874,-0.17296739051709364,-0.06212057221793693,0.10248661045541449,0.04499557164968098,0.12587614550522516,-0.08666010157143067,-0.138685605481864,0.34968869587861845,-0.2760529073630363,0.16592376503222206,-0.1269764656316954
Hospodařící domácnosti v bytech - počet členů domácnosti: 5 a více,0.009016128719733276,0.21762629492335211,0.3298754399253707,0.15966567145993193,0.3858613928910223,-0.023928722814572694,-0.27732819995987,0.04551399410057964,0.01807309144549069,0.019065772827973126,0.10590097646736886,-0.19378495788163366,0.007696063368539888,-0.03640075860909253,-0.010083969788140646,-0.15631720070372523,-0.28215375967639195,0.05842933474444822,0.27909522423688327,0.07561680319697098,-0.12832670482066433,-0.021614096068326104,0.03654278037537548,0.11841703641297201,0.15366022255778908,-0.12539419063996093,0.2552738825345669,0.056974154754557055,0.06031189937938625
Obyvatelstvo - státní občanství: Česká republika - celkem,0.20653012253383324,0.18429336428019547,-0.017585648848009703,0.19477541989096162,-0.06876247685421395,0.7608678352090217,0.01897587709963519,0.04399528576817037,-0.026447549184050914,0.025327267708736445,0.03743202695052028,0.009682194550611494,0.006648853199944892,-9.906916981232961e-05,-0.0017355668674827662,-0.013633020922961403,-0.016721049170527066,0.010767206189655702,-0.0032205344860407733,-0.009844130461186483,0.011771935978406043,0.0025502475131122552,0.0037381682923957487,-0.007813967908603883,-0.002789988937984291,-0.020758902536049707,-0.029853609126910135,-0.03301447696002926,-0.10077156624909331
Obyvatelstvo - státní občanství: Slovenská republika - celkem,0.13061261717457717,0.16960225774126364,-0.009670927764847697,0.19297485607522982,-0.08570980019363897,0.896268314344908,0.018957072006218108,0.056219907334440475,-0.05944062068521747,0.045995056768190365,0.03729170300745367,0.002183578603204334,0.008682005670525492,-0.003631121079438788,0.019021492842617758,0.013156379907806421,0.017398585281778796,-0.0018150398073394334,0.0004557851056489802,-0.027463213717630223,0.017350633455957,-0.004385176394961117,0.010669329156383195,0.0014849767976983456,0.00438323936302813,-0.01568099257529986,-0.0146018693625833,-0.07165018809684634,-0.08382657891731031
Obyvatelstvo - státní občanství: země EU mimo ČR - celkem,0.12894789189618994,0.17332882517483483,-0.00403428100503782,0.1904665722153718,-0.0874552817685757,0.9152196284950622,0.015545885522060784,0.055648005745348936,-0.05873412213629389,0.05006338671786817,0.04158468690286436,-0.0046600408205909735,0.00542426095938156,-0.008132098297397668,0.01584528912049564,0.007318079152437952,0.020755543835219336,-0.006082570050334781,0.0007709192880853874,-0.02358303591984912,0.016757958575969706,-0.007997894785234065,0.006182323752536238,-0.0018534983829169868,0.006086821871797087,-0.009694320907327412,-0.010765602896116904,-0.06802609034570914,-0.07142955287608961
Obyvatelstvo - bez státního občanství - celkem,0.03797992508065547,0.06940926556435002,-0.01870645265774818,0.06755380559895034,-0.041412823053472034,0.42028220699184876,0.027150532035327996,0.045045568493631075,-0.041022620611325236,0.04018805166095537,0.034120336523775115,0.010540528233977728,-0.036946346758468925,-0.00800145663280244,0.02062848138259576,0.01721191691994692,0.013857167886864008,-0.01835161605693023,-0.0296350255460418,-0.05587714807197397,-0.06072750803580004,0.06981256568429921,0.008698848683567193,0.004955843517794715,0.012515535431538839,0.10944305594696684,0.21024975481857167,0.4417174028877513,0.6028892108744239
Obyvatelstvo - státní občanství: nezjištěno - celkem,0.07884582123008453,0.1391147493264394,-2.9387342254880644e-05,0.15582912328038204,-0.07152171660648238,0.788160248733098,0.01086318576240883,0.0397527258210034,-0.0529603321355814,0.0486773779505664,0.03968142662669847,-0.014530170081581575,0.00016911912332032917,-0.014982704550559299,0.005549575045874077,0.013745966583142907,0.024384729563657396,-0.007691410076465319,0.008340834696270654,-0.00803648928587457,0.016825313320860187,-0.02308695219300372,0.009131080957071037,-0.00914783049302067,-0.004322868549500579,-0.0017246011174314973,-0.014116691994189167,-0.07235760976754928,-0.02985296717825711
"Obyvatelstvo - náboženská víra: věřící - nehlásící se k církvi, náboženské společnosti nebo směru - celkem",-0.002686363193020561,-0.04229530982610748,0.03807787735488821,-0.05172961258863151,-0.1397064824468019,0.03144913421195932,-0.2721694325270408,0.33445936023416595,0.1838007190704664,-0.10450824702860576,0.020906095103284745,-0.08281880302209038,0.18809715073074998,-0.08276329028082098,-0.28112491448678983,-0.23383706550539052,0.12833986770521263,0.1846280375475424,-0.09324106686889069,0.028197479692081768,0.2641593207985587,-0.08223482141713384,-0.08303656434044433,-0.09421858549817519,-0.15479280175911564,-0.10865789263096555,-0.16446176154240316,-0.032405299547655086,-0.018658659677883938
"Obyvatelstvo - náboženská víra: věřící - hlásící se k církvi, náboženské společnosti nebo směru - celkem",0.009626819890357054,0.2658342227830751,0.18201231177554553,-0.022852394202400192,-0.02088754856648128,-0.08926604582076175,-0.46841049857090805,0.5260450394346171,0.08994494690018069,-0.002382727293261097,0.09672709604665787,-0.16746809971785886,0.0957248695964522,-0.06382342038683125,-0.11919426654844444,-0.029485752985207576,0.11648863155162227,0.12052866916581033,0.08543529434091522,-0.1114225222169274,0.07993782916167061,-0.0031572639179028804,0.004353723641516003,0.005797793479743113,-0.010416838000329163,-0.0031577118557055794,0.03369969689188494,0.012107324607600257,0.07928134013925915
Obyvatelstvo - náboženská víra: bez náboženské víry - celkem,0.007658237441684407,-0.276050689018024,0.00682171180173039,-0.05010281225796186,-0.1802941030832127,0.049612260890030846,0.5177136046167164,-0.5853243560313448,-0.17083552741271593,0.15184930721220435,0.012576117741462556,-0.02112935660720455,0.023341166139228292,0.22416365727737267,-0.08897752645852613,-0.14827268758110332,-0.11937654096985162,-0.10148997342819556,-0.11756157953357267,0.01326866409129187,-0.13258924138076203,0.10177722975591931,0.13404124213942487,0.10966991290136496,0.08921451369062036,0.006634204477830073,0.010611952604906973,0.007516670741162575,-0.0325397420691636
Obyvatelstvo - náboženská víra: neuvedeno - celkem,-0.021296540384607304,0.11600465569568158,-0.24340969563758846,0.12682833396537152,0.36090094305015236,0.01603709223050092,-0.07686964260409868,0.07766711694056816,0.05432373601240917,-0.16909410405930414,-0.14291184095994255,0.26984623111418127,-0.24142952408355645,-0.21447745955369718,0.4126259590139851,0.37090588605541985,-0.025127934698464593,-0.08451383909105287,0.11980296612148145,0.0974265164644714,-0.030662394097696232,-0.10539026955611137,-0.16148320391321844,-0.12158240496657496,-0.04192328947503205,0.04837862877860007,0.027087573155355284,-0.009111897943480074,-0.03591052375264478
