,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29
Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,0.025032477903343845,0.0003352929777270467,0.12991822851866244,-0.04850626027834369,-0.0677524605674348,0.008414493910372202,0.027977337446961233,-0.15143347633021492,0.19859072053198323,-0.1348451978377391,0.08389970236177532,-0.06438520898109669,-0.1688009729012759,-0.06561975809708989,-0.31848198057640925,0.28782723214990386,-0.04239738662006205,-0.3076465290617605,0.16901635856269986,-0.17181910095282227,0.2417979947931677,0.11891165030692938,0.17767101359890192,-0.14229379657206145,-0.04413852480063869,0.14804554749779053,0.003496874874875963,-0.03642150262444602,0.10853342828018897
Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,0.029786822702957298,-0.08007255398264582,0.2482611147423624,-0.057626387755725296,-0.19133525060950482,0.1332511522334552,-0.15165068230813133,-0.17742631222235306,0.43097340410832813,-0.3422821457885629,-0.14850123339270413,-0.06994339672358146,-0.31830172843833343,0.10438133459722662,-0.024587535720060647,-0.09360344461411858,0.14522538957956815,0.013724628586320578,-0.12130398404967521,0.11386102297052951,-0.1274675552718201,0.04716170794672306,-0.052893821211443266,0.1136827241571954,0.07931535637219213,0.007756382317165271,0.016869678973077402,0.05599802369336487,-0.054832597062086146
Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,-0.004446079770105761,-0.2337879573245876,-0.17906365124081053,0.03487744137763391,0.015817795409236605,0.0645247508387723,0.09571963895703169,-0.11614660270738024,0.36418063367661896,-0.11995159374372809,0.07336892287217155,0.09346590863532651,0.5603473044328843,0.24658581918278424,0.045144698458327144,0.13952242999069864,0.14522344818142674,0.01127968833637781,0.08451918694169566,-0.021933104750572377,0.009276491355390073,-0.047927283716584904,-0.0002994114619454684,-0.03410137707449121,-0.033737624019489404,-0.018983332813694125,0.027336341011159383,-0.016698699933863144,0.02976888077597296
"Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání: bez vzdělání, neúplné vzdělání, základní vzdělání - celkem",0.039816532400024154,0.24835078229533158,-0.4313940241767282,0.09151140562708722,0.3952059137390971,-0.042733049918324974,-0.014310700876697707,-0.14230252822480088,0.07703752828917863,0.10874384116959428,0.2838531039893439,-0.09748946523686032,0.08832012501486688,0.11712450666393069,0.03250767195001298,-0.04371683481612279,-0.0746115144581236,0.0723221910166117,-0.17547903501062914,-0.1878645851950654,-0.018588331411593422,0.14439924875972984,-0.0803443038352977,-0.12394038821268774,-0.12107256092856347,0.09087886752169208,0.004260280639973647,-0.06685839436548485,-0.08998421256237774
Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání: - střední vč. vyučení bez maturity - celkem,0.09868120900276574,0.6931593432474524,-0.2211940254001967,0.01802749941899944,0.0895725467447752,-0.09590560531888795,0.2943723761956434,0.09170072072151596,-0.02710104287487413,-0.0008884478037798276,-0.15450661686543557,-0.09255464506538127,-0.03376683813164198,0.1534349996403115,-0.07231364625536721,-0.13747849045042582,0.12536586604329755,0.06325276559829443,-0.017373930704312243,0.0206213035949584,-0.021093881768587164,0.0014670940456777723,-0.0478882765049075,-0.046051872171115164,-0.026333508052445765,0.04254281080420442,0.004220627652440542,0.0019763767944309778,0.06474598250096045
Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání: - střední s maturitou vč. nástavbového a pomaturitního - celkem,-0.004771670847670634,-0.15136615259939654,0.23378147633867108,-0.1998326252444318,-0.5575943498402396,-0.001259505642247663,0.10666097360548386,0.06948922140329054,0.08466949403802398,0.004896969834394065,0.1911369554169141,0.05659846169463634,-0.008241328175382454,0.008735180570175175,-0.08756533852717903,0.10486913997073326,0.050180583342598284,-0.12280724718178287,0.19768102004156132,0.06510483464008374,0.06650375641807833,-0.06366468256528203,0.0440650562584839,0.07504336842577289,0.22909972230004064,-0.05394117217520366,0.14483720951149853,0.08009414543514973,-0.08899507706965494
Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání: VOŠ a konzervatoř - celkem,-0.033860382151391415,-0.19967031731013096,0.11755692834781171,0.0131554047947476,-0.0968892645847572,0.057812832092472524,-0.008813654549812271,0.18260433136782148,-0.05005415940017428,-0.009429196297648781,-0.11962073725857857,0.24742960306829317,0.0576374003939589,-0.061440586637690926,-0.17995293052707337,0.014990491047257706,0.029843124292712787,0.047043013918027794,0.07359401600368069,0.4709249493506708,-0.17914287076693367,0.3562547243510769,0.11995428858726835,0.047492838525706675,-0.2251087793368077,-0.007452543617691299,0.16265463333324806,-0.009238014004669743,-0.2559756081021326
Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání:  vysokoškolské - celkem,-0.07652496278963512,-0.5959270108581379,0.2714541236487014,-0.12603652163639997,-0.424046866077553,0.08003039167604377,-0.30664330900852105,0.06957940631388813,0.04256080003893278,-0.0417497136281796,0.035063017407034325,-0.0018339489095355523,0.055237570030792736,-0.04736795674724195,0.08285268550430695,0.022576733303120048,-0.12107524649214528,-0.02780940466683136,-0.11192566605529805,-0.03295257498540741,-0.029276805250261387,-0.0392157492495173,-0.03574586356537499,0.026039956780302766,-0.05249655349904576,0.018527705910360657,-0.09932675054652594,-0.027960004085106245,0.07265751698969138
Obyvatelstvo - věk: 15 a více - nejvyšší dosažené vzdělání: nezjištěno - celkem,-0.0171292261586222,-0.1540422267163776,-0.44149445399187304,0.10192138142115834,0.35409137188653467,0.031032393153066377,0.03452823942020132,0.08050783000286824,0.1292050765644262,-0.14976463092353148,-0.12888384496121014,0.25901440625981165,-0.11112281780390347,-0.26746504950595834,0.22876937750554807,0.09302343186323064,-0.07496371403414846,-0.055736374667485274,0.020380831094101243,-0.016264811404133096,0.021059148157311497,-0.017119880014056565,0.05770785960823523,0.011447061899437384,0.0102819830312209,-0.04224488038870248,-0.03173874406458768,0.0007464228820998575,-0.0034821014383401155
Obyvatelstvo - rodinný stav: svobodní  - celkem,-0.12337558851519378,-0.5586103761399587,0.0233106001290764,0.21710598827847388,0.6117881402566397,0.09021317142069671,-0.12006564739567992,-0.017948551917676595,-0.06248727611490795,0.0009051588145056889,0.10770844432588236,-0.18764594050983913,-0.03379434271481085,0.12190962231997221,-0.0356721425400696,0.015444463329172514,-0.010815485928891089,0.03333793315969594,-0.01690395294806509,0.024036870597328803,0.003595267686895348,0.016594225462061983,-0.025354168272974743,0.0010135000019623735,-0.025608333218738188,0.04580647027487587,0.02558214886312487,0.03360772466389185,-0.037667941056395114
"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem",0.04994752280617295,0.435671304592029,0.5406011847531063,-0.09343261129791508,-0.4011310724987852,-0.07946127810095821,0.1396050961726901,0.12364462007663016,0.04171673227045853,-0.06846718881634457,-0.16278787340469167,-0.04761514845310383,0.11613034522333272,-0.11256389988527638,0.2230191000720742,0.026489655489987166,-0.02605528938029341,-0.08257653437693362,0.018483157079401166,-0.05846803629457571,0.0281656825239871,0.04184642006593455,0.10590663827585092,-0.09870517235524982,0.035028750308454974,0.010235648029402139,0.047426174627415704,-0.09913056856003842,0.001392426064462882
Obyvatelstvo - rodinný stav: rozvedení - celkem,0.06800975554372514,-0.18918506405515353,-0.5899271283136224,-0.08513940978899552,-0.054016418263583006,0.06889789901020862,0.24847116986454232,-0.1872561646463638,0.1177781137006025,-0.016058474053083128,-0.026224708016300648,0.06980166699244993,-0.08693765463064201,-0.1495061302119086,-0.2743346677134789,-0.03445358749808865,-0.011287096558673111,0.14890757546641487,-0.014229950044714125,0.07569144633123961,-0.01287768296254578,-0.12924788889931865,-0.1133092539326499,0.0754824501189938,-0.009119623704961343,-0.1719255646655327,-0.15455092034243995,0.1459575192308262,0.018438458303998515
Obyvatelstvo - rodinný stav: ovdovělí - celkem,0.0452219332988336,0.42925652310477735,-0.39819225013582055,-0.11350049256705472,-0.23624054337734385,-0.09071918051518789,-0.35866549703901146,-0.05460942001371372,-0.1660442415380239,0.17837372341608818,0.165638311842521,0.2721611732042344,-0.16306654235437043,0.1765977546250682,-0.07314638780621333,0.014051892058428129,0.09373229841738369,0.016775351072642167,0.012069072930055316,-0.003779246648085498,-0.01443301923340069,0.007607861409919114,-0.03397863390114384,0.11638897388701253,-0.03541378622027699,0.09374150124913759,0.015612845128840858,0.00380067766203528,0.026269668399741035
Obyvatelstvo - rodinný stav: nezjištěno - celkem,-0.014306045032688968,-0.24606932905033885,-0.20829585196356518,0.04048308918381813,0.026472098180946008,0.011143597884615605,-0.05657929936019923,0.22497824647816558,0.1853675951494988,-0.05391760507279767,0.033920852711097,0.34338544714104574,0.3318127154332167,0.06055176156313574,0.03445333302678603,-0.19626634899718473,-0.011205715072758816,-0.3315815041336227,-0.0050480176330130275,-0.037664039157103785,-0.12904146026158325,0.12188583912747669,-0.0035961270513963648,-0.006318550111211652,0.081635085221833,0.037118849588202205,0.10847541075277442,-0.14059253220207346,0.0680168224973877
