,aic
100,71.53549945529726
300,71.51064498906764
500,71.43663980169617
700,71.36421707460772
900,71.30420752350649
1100,71.29793604576825
1300,71.2965601671978
1500,71.25627934760033
1700,71.25822271168738
1900,71.27726006292653
2100,71.13597750828424
2300,71.10899691044445
2500,71.11010732872636
2700,71.08914653168014
2900,71.10671781521108
3100,71.13898471157415
3300,71.11944183187241
3500,71.12310717482117
