,aic
100,59.095920564162384
300,59.01220864007874
500,59.08075510236893
700,58.91804637643995
900,58.8950195382234
1100,58.92115107221669
1300,58.89806616120057
1500,58.94629924198779
1700,58.863708844213555
1900,58.879130755272826
2100,58.90208288173858
2300,58.88639124496468
2500,58.921843383440844
2700,58.89850314917336
2900,58.908347415138834
3100,58.886333385190305
3300,58.89854879532419
3500,58.96247057397837
