,aic
100,71.18138640724811
300,71.25359743256213
500,71.31869940216582
700,71.05069770256092
900,71.02977527502287
1100,71.00680136259305
1300,70.9775527237383
1500,70.98473063186036
1700,70.88624473361702
1900,70.95912562340362
2100,70.98698406186215
2300,70.93551810100361
2500,70.94934522797122
2700,70.95608156059063
2900,70.93471733709035
3100,70.94945889038065
3300,70.94135850933553
3500,71.04535186614751
