,aic
100,40.980293467117605
300,40.9482344414075
500,40.981416510986065
700,40.85027305512106
900,40.86595616562772
1100,40.874180682342775
1300,40.876871591395485
1500,40.90313273633896
1700,40.892833659070334
1900,40.91207111444754
2100,40.93006294920242
2300,40.94917262586232
2500,40.95117303177936
2700,40.96217814595292
2900,40.965955151352716
3100,40.97287060004151
3300,40.987398004984605
3500,41.03475062708336
