kod_nadzsj_d,Obydlené byty celkem,Obydlené byty - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v rodinných domech,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v rodinných domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty  v bytových domech,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v bytových domech - období výstavby nebo rekonstrukce domu: nezjištěno,Obydlené byty v ostatních budovách,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1919 a dříve,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1920 - 1945,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1946 - 1970,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1971 - 1980,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1981 - 1990,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 1991 - 2000,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2001 - 2010,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2011 - 2015,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: 2016 a později,Obydlené byty v ostatních budovách - období výstavby nebo rekonstrukce domu: nezjištěno
54710731,892,13,325,298,34,33,62,77,20,16,14,480,13,233,36,30,31,57,45,11,16,8,405,0,91,262,4,0,5,29,8,0,6,7,0,1,0,0,2,0,3,1,0,0
54710734,851,0,141,216,183,244,21,26,17,3,0,218,0,73,49,19,29,21,19,5,3,0,623,0,68,159,162,215,0,7,12,0,0,10,0,0,8,2,0,0,0,0,0,0
54710735,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4
3163690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3168900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53969401,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53969402,2424,0,0,0,0,2120,149,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2414,0,0,0,0,2116,146,152,0,0,0,10,0,0,0,0,4,3,3,0,0,0
53969403,34,0,0,0,0,0,29,2,0,1,2,33,0,0,0,0,0,28,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
53969404,2243,0,0,0,0,0,1757,486,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2237,0,0,0,0,0,1754,483,0,0,0,5,0,0,0,0,0,2,3,0,0,0
53969405,2920,0,0,0,0,2723,0,195,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2915,0,0,0,0,2720,0,195,0,0,0,5,0,0,0,0,3,0,0,0,0,2
53969406,1327,6,7,4,3,0,4,1251,41,9,2,54,1,4,4,3,0,4,23,9,4,2,1269,5,0,0,0,0,0,1228,31,5,0,4,0,3,0,0,0,0,0,1,0,0
53969407,988,0,0,0,0,0,0,280,319,389,0,1,0,0,0,0,0,0,0,0,1,0,987,0,0,0,0,0,0,280,319,388,0,0,0,0,0,0,0,0,0,0,0,0
53969408,2102,1,4,1,24,2042,2,3,0,1,24,15,1,4,1,0,3,2,3,0,1,0,2077,0,0,0,24,2032,0,0,0,0,21,10,0,0,0,0,7,0,0,0,0,3
53969410,161,2,10,13,6,1,12,24,85,5,3,73,2,5,13,6,1,8,24,7,4,3,87,0,5,0,0,0,4,0,78,0,0,1,0,0,0,0,0,0,0,0,1,0
53969411,32,0,0,0,0,22,0,9,0,0,1,1,0,0,0,0,0,0,0,0,0,1,22,0,0,0,0,22,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0
53969412,2177,0,0,0,0,1650,526,0,0,0,1,22,0,0,0,0,17,5,0,0,0,0,2153,0,0,0,0,1632,521,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1
53969413,4531,3,38,30,29,1167,2898,89,220,53,4,161,3,32,24,29,20,18,21,6,4,4,4359,0,6,6,0,1145,2878,61,214,49,0,11,0,0,0,0,2,2,7,0,0,0
53969414,271,0,0,0,0,0,0,93,158,20,0,3,0,0,0,0,0,0,3,0,0,0,267,0,0,0,0,0,0,89,158,20,0,1,0,0,0,0,0,0,1,0,0,0
53969415,59,0,0,0,0,0,0,0,1,58,0,58,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
53969416,906,39,113,121,83,116,199,159,37,26,13,666,28,109,72,78,49,140,125,27,25,13,225,11,4,49,1,67,52,31,10,0,0,15,0,0,0,4,0,7,3,0,1,0
53969417,448,7,66,55,60,19,81,107,20,25,8,362,7,42,50,55,19,67,90,13,12,7,85,0,24,5,5,0,14,17,7,13,0,1,0,0,0,0,0,0,0,0,0,1
53969419,2759,0,0,0,0,2542,16,63,1,134,3,1,0,0,0,0,1,0,0,0,0,0,2742,0,0,0,0,2529,16,63,0,134,0,16,0,0,0,0,12,0,0,1,0,3
53969420,2266,0,0,0,0,59,1751,233,221,0,2,0,0,0,0,0,0,0,0,0,0,0,2263,0,0,0,0,58,1751,233,221,0,0,3,0,0,0,0,1,0,0,0,0,2
53969421,1375,0,0,0,0,87,217,952,119,0,0,0,0,0,0,0,0,0,0,0,0,0,1371,0,0,0,0,87,217,948,119,0,0,4,0,0,0,0,0,0,4,0,0,0
53969422,211,1,67,27,34,18,24,25,6,8,1,199,1,63,27,30,18,20,25,6,8,1,12,0,4,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53969423,46,1,9,3,3,0,3,10,10,5,2,41,1,4,3,3,0,3,10,10,5,2,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0
53969424,168,17,13,30,29,12,28,21,5,8,5,153,13,13,26,28,12,23,20,5,8,5,9,0,0,4,0,0,5,0,0,0,0,6,4,0,0,1,0,0,1,0,0,0
53969425,14,0,0,0,0,0,12,1,0,0,1,4,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0
53969426,23,21,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,21,0,0,0,0,0,0,0,0,0
1316610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3065250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54736101,68,0,0,3,1,0,1,55,6,1,1,67,0,0,3,1,0,1,54,6,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
54736102,112,0,2,7,2,0,12,48,4,6,31,101,0,2,7,2,0,12,40,4,6,28,7,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,1,0,0,3
54736103,91,0,0,0,1,0,0,14,0,76,0,1,0,0,0,0,0,0,1,0,0,0,85,0,0,0,0,0,0,9,0,76,0,5,0,0,0,1,0,0,4,0,0,0
54736104,1931,0,0,15,956,764,2,2,32,88,72,7,0,0,0,0,0,2,2,0,0,3,1924,0,0,15,956,764,0,0,32,88,69,0,0,0,0,0,0,0,0,0,0,0
54736105,1824,35,193,1445,28,13,14,74,17,1,4,166,13,107,7,4,3,12,15,0,1,4,1640,22,86,1438,12,10,2,53,17,0,0,18,0,0,0,12,0,0,6,0,0,0
54736106,1153,19,273,516,84,30,163,37,24,4,3,342,13,170,49,28,14,21,30,11,4,2,805,4,103,467,56,16,140,6,13,0,0,6,2,0,0,0,0,2,1,0,0,1
54736109,78,0,0,0,0,1,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,77,0,1,0,0,0,0,1,0,0,0,0,0
54736110,2,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54736111,2676,0,0,0,0,1286,701,676,0,10,3,0,0,0,0,0,0,0,0,0,0,0,2669,0,0,0,0,1283,700,676,0,10,0,7,0,0,0,0,3,1,0,0,0,3
54736112,1532,0,0,0,0,0,805,727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531,0,0,0,0,0,804,727,0,0,0,1,0,0,0,0,0,1,0,0,0,0
54736113,396,0,0,0,0,2,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,394,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
54736114,2939,0,0,0,0,580,2107,250,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2936,0,0,0,0,579,2107,250,0,0,0,3,0,0,0,0,1,0,0,1,0,1
54736115,478,0,0,0,0,0,0,109,157,212,0,75,0,0,0,0,0,0,0,53,22,0,402,0,0,0,0,0,0,109,104,189,0,1,0,0,0,0,0,0,0,0,1,0
54736116,1771,0,0,0,628,931,27,147,32,0,6,0,0,0,0,0,0,0,0,0,0,0,1766,0,0,0,627,928,27,147,32,0,5,5,0,0,0,1,3,0,0,0,0,1
54736117,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0
54736118,1403,1,131,83,89,62,192,762,38,38,7,586,1,119,83,89,58,97,88,23,21,7,798,0,11,0,0,4,83,669,14,17,0,19,0,1,0,0,0,12,5,1,0,0
54736119,102,24,6,10,7,2,11,21,4,12,5,89,19,6,10,7,2,11,18,4,8,4,4,0,0,0,0,0,0,0,0,4,0,9,5,0,0,0,0,0,3,0,0,1
54736120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54736121,601,0,0,0,20,349,230,2,0,0,0,15,0,0,0,11,1,1,2,0,0,0,585,0,0,0,9,347,229,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
54736122,829,0,0,0,0,0,0,214,449,166,0,1,0,0,0,0,0,0,0,1,0,0,828,0,0,0,0,0,0,214,448,166,0,0,0,0,0,0,0,0,0,0,0,0
54736123,948,1,202,82,150,167,143,80,86,27,10,482,1,198,79,34,26,67,38,21,12,6,464,0,4,3,116,141,76,40,65,15,4,2,0,0,0,0,0,0,2,0,0,0
54736124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54736125,512,6,183,94,28,53,48,59,15,16,10,366,6,161,35,28,34,41,28,9,14,10,136,0,22,59,0,18,0,31,6,0,0,10,0,0,0,0,1,7,0,0,2,0
54736126,1011,0,81,34,51,29,41,336,226,207,6,359,0,78,34,46,29,40,44,1,81,6,648,0,3,0,4,0,0,290,225,126,0,4,0,0,0,1,0,1,2,0,0,0
54736127,475,3,86,41,31,21,44,206,30,13,0,376,3,71,41,31,14,31,142,30,13,0,94,0,13,0,0,7,13,61,0,0,0,5,0,2,0,0,0,0,3,0,0,0
1318650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3174200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3183880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738701,17,1,3,3,0,0,0,4,1,4,1,17,1,3,3,0,0,0,4,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738702,818,7,196,290,74,50,69,66,6,20,40,432,7,150,74,59,46,54,28,6,8,0,378,0,46,213,15,4,14,36,0,12,38,8,0,0,3,0,0,1,2,0,0,2
54738703,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738704,20,0,16,0,0,0,1,2,0,0,1,20,0,16,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738705,78,0,68,8,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,74,0,66,8,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0
54738707,1935,69,108,37,388,522,69,377,162,196,7,262,29,69,15,37,45,32,13,1,15,6,1664,36,39,21,351,474,37,364,161,181,0,9,4,0,1,0,3,0,0,0,0,1
54738708,2421,0,12,17,1887,280,0,89,60,76,0,2,0,0,0,2,0,0,0,0,0,0,2418,0,12,17,1884,280,0,89,60,76,0,1,0,0,0,1,0,0,0,0,0,0
54738709,210,20,144,6,2,2,12,9,6,4,5,141,11,88,6,2,2,12,9,2,4,5,69,9,56,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
54738710,679,42,42,32,62,219,34,126,70,42,10,254,31,40,16,3,28,23,73,6,25,9,416,9,1,16,57,191,11,51,64,16,0,9,2,1,0,2,0,0,2,0,1,1
54738711,1724,0,0,0,393,1221,0,70,39,0,1,2,0,0,0,0,0,0,2,0,0,0,1720,0,0,0,393,1220,0,68,39,0,0,2,0,0,0,0,1,0,0,0,0,1
54738713,1098,0,0,0,0,0,0,888,132,78,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0,0,0,0,0,888,132,78,0,0,0,0,0,0,0,0,0,0,0,0
54738714,2312,0,0,9,5,759,844,361,135,128,71,83,0,0,5,2,0,3,62,8,0,3,2206,0,0,4,3,758,819,299,127,128,68,23,0,0,0,0,1,22,0,0,0,0
54738715,945,1,0,0,0,0,0,0,661,283,0,1,1,0,0,0,0,0,0,0,0,0,944,0,0,0,0,0,0,0,661,283,0,0,0,0,0,0,0,0,0,0,0,0
54738716,1449,4,28,102,281,587,48,307,29,58,5,348,4,27,102,48,27,40,45,25,25,5,1090,0,0,0,232,555,8,262,0,33,0,11,0,1,0,1,5,0,0,4,0,0
54738717,57,0,0,6,0,0,0,0,24,27,0,51,0,0,0,0,0,0,0,24,27,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54738719,2582,0,0,0,152,1373,71,411,518,0,57,0,0,0,0,0,0,0,0,0,0,0,2529,0,0,0,152,1371,21,410,518,0,57,53,0,0,0,0,2,50,1,0,0,0
3061850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53960102,12,0,0,0,0,0,0,10,0,0,2,2,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53960103,2352,104,495,225,220,528,197,389,56,101,37,996,61,347,108,82,64,114,106,47,42,25,1269,42,143,116,95,462,78,258,9,58,8,87,1,5,1,43,2,5,25,0,1,4
53960104,12,1,5,1,4,0,0,1,0,0,0,8,1,5,1,0,0,0,1,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53960106,7,1,1,1,3,0,0,1,0,0,0,7,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53960107,77,0,9,1,4,49,2,8,0,0,4,21,0,9,1,4,0,1,4,0,0,2,53,0,0,0,0,49,0,4,0,0,0,3,0,0,0,0,0,1,0,0,0,2
53960108,927,32,93,451,86,94,52,34,30,46,9,371,31,78,35,82,33,42,30,15,22,3,537,1,15,416,4,55,5,4,15,22,0,19,0,0,0,0,6,5,0,0,2,6
53960110,163,20,78,13,12,3,14,20,0,0,3,153,12,77,12,12,3,14,20,0,0,3,8,8,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0
54717401,2840,7,7,0,33,2501,1,257,32,0,2,13,3,7,0,0,0,1,1,0,0,1,2824,4,0,0,33,2499,0,256,32,0,0,3,0,0,0,0,2,0,0,0,0,1
54717402,8,0,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
54717403,897,5,290,199,106,52,33,145,29,22,16,500,5,173,119,82,52,33,23,0,4,9,394,0,117,80,24,0,0,122,29,18,4,3,0,0,0,0,0,0,0,0,0,3
54717404,307,39,61,39,68,10,26,33,2,29,0,196,26,46,35,16,10,20,33,2,8,0,104,13,10,4,52,0,4,0,0,21,0,7,0,5,0,0,0,2,0,0,0,0
54717405,3202,2,18,7,2,1940,1195,33,0,0,5,31,2,14,7,2,1,0,4,0,0,1,3162,0,4,0,0,1937,1192,29,0,0,0,9,0,0,0,0,2,3,0,0,0,4
54717406,216,0,0,0,2,7,82,112,0,8,5,185,0,0,0,1,7,76,93,0,4,4,11,0,0,0,0,0,0,7,0,4,0,20,0,0,0,1,0,6,12,0,0,1
54717407,2796,0,0,0,453,1625,404,280,0,0,34,0,0,0,0,0,0,0,0,0,0,0,2789,0,0,0,452,1623,401,280,0,0,33,7,0,0,0,1,2,3,0,0,0,1
1311720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54741701,30,0,14,5,2,2,6,0,0,0,1,26,0,10,5,2,2,6,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54741702,121,0,0,0,0,0,0,0,0,121,0,82,0,0,0,0,0,0,0,0,82,0,39,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0
54741703,157,0,0,0,0,0,0,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,0,0,0,0,0,83,74,0,0,0,0,0,0,0,0,0,0,0,0,0
54741704,5263,0,0,511,2626,1161,78,356,170,206,155,2,0,0,0,0,2,0,0,0,0,0,5245,0,0,511,2625,1158,67,354,170,206,154,16,0,0,0,1,1,11,2,0,0,1
54741705,1638,43,149,284,130,530,275,134,13,78,2,347,12,99,76,41,16,47,36,11,7,2,1283,31,50,208,89,514,223,98,0,70,0,8,0,0,0,0,0,5,0,2,1,0
54741706,2167,0,0,0,0,0,0,53,926,1188,0,0,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,53,926,1188,0,0,0,0,0,0,0,0,0,0,0,0
54741707,4,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,0,0
54741708,849,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849,0,0,0,0,0,0,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54741709,53,0,34,1,0,0,9,4,4,1,0,46,0,27,1,0,0,9,4,4,1,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1311990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54734401,99,0,53,14,5,0,2,2,0,23,0,40,0,27,2,5,0,2,2,0,2,0,59,0,26,12,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
54734402,341,9,61,39,37,27,42,101,10,12,3,257,9,56,37,37,27,42,24,10,12,3,83,0,4,2,0,0,0,77,0,0,0,1,0,1,0,0,0,0,0,0,0,0
54734404,107,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0
54734405,10,0,2,3,0,1,0,2,1,1,0,10,0,2,3,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54734406,1074,21,239,209,40,37,52,416,29,23,8,437,21,188,33,30,28,47,35,29,19,7,599,0,51,176,10,9,5,344,0,4,0,38,0,0,0,0,0,0,37,0,0,1
54734407,1485,16,58,571,79,15,117,512,54,17,46,269,16,53,29,20,10,28,46,20,12,35,1216,0,5,542,59,5,89,466,34,5,11,0,0,0,0,0,0,0,0,0,0,0
1272300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50008901,868,558,182,25,0,1,25,29,12,0,36,15,9,3,0,0,1,0,0,0,0,2,826,526,176,25,0,0,25,29,12,0,33,27,23,3,0,0,0,0,0,0,0,1
50008902,411,168,46,10,0,2,0,157,27,0,1,7,4,0,0,0,2,0,0,1,0,0,372,141,40,10,0,0,0,155,26,0,0,32,23,6,0,0,0,0,2,0,0,1
50008903,1512,849,547,22,11,0,25,29,4,6,19,5,2,0,0,0,0,2,1,0,0,0,1477,829,539,22,11,0,23,28,3,6,16,30,18,8,0,0,0,0,0,1,0,3
50008904,854,587,73,76,0,0,0,0,7,6,105,6,3,0,0,0,0,0,0,0,0,3,814,567,69,76,0,0,0,0,7,6,89,34,17,4,0,0,0,0,0,0,0,13
50008905,1444,707,601,3,0,0,9,38,13,11,62,1,1,0,0,0,0,0,0,0,0,0,1430,701,600,0,0,0,8,38,13,11,59,13,5,1,3,0,0,1,0,0,0,3
50008906,1612,879,641,28,0,1,16,6,11,0,30,2,2,0,0,0,0,0,0,0,0,0,1575,869,628,27,0,0,16,6,0,0,29,35,8,13,1,0,1,0,0,11,0,1
50008907,1090,354,609,33,0,60,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1089,354,609,33,0,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
