kod_nadzsj_d,Obyvatelstvo - zaměstnaní - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnanci - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: zaměstnavatelé - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: osoby pracující na vlastní účet - celkem,Obyvatelstvo - zaměstnaní - postavení v zaměstnání: nezjištěno - celkem,Obyvatelstvo - zaměstnaní - věk: 15 - 24  - celkem,Obyvatelstvo - zaměstnaní - věk: 25 - 34  - celkem,Obyvatelstvo - zaměstnaní - věk: 35 - 44  - celkem,Obyvatelstvo - zaměstnaní - věk: 45 - 54  - celkem,Obyvatelstvo - zaměstnaní - věk: 55 - 59  - celkem,Obyvatelstvo - zaměstnaní - věk: 60 - 64  - celkem,Obyvatelstvo - zaměstnaní - věk: 65 a více  - celkem
50014318,1824,1379,7,255,183,88,375,462,282,216,218,183
50014319,379,248,3,93,35,18,81,104,95,25,24,32
50014321,357,276,2,49,30,22,84,86,63,48,32,22
50014322,723,481,5,178,59,39,169,198,169,66,31,51
50014323,1268,807,9,303,149,85,318,344,249,95,61,116
50014324,2287,1509,28,501,249,138,510,573,481,181,136,268
50014325,2220,1468,5,450,297,212,799,496,383,142,114,74
50014326,347,242,3,69,33,19,82,103,98,22,12,11
50014327,175,118,1,39,17,19,43,49,39,8,5,12
50014328,182,116,1,24,41,8,70,48,35,12,6,3
50014329,62,43,0,5,14,11,29,10,8,2,1,1
50014330,1814,1174,7,365,268,181,643,397,325,129,69,70
50014331,24,18,0,6,0,0,6,7,8,1,2,0
50014332,21,9,1,9,2,1,5,9,4,1,0,1
50014333,1516,1024,7,295,190,164,486,329,304,103,56,74
50014334,801,520,2,179,100,59,278,205,138,57,37,27
50014335,1149,784,10,237,118,61,293,278,238,113,65,101
50014336,2659,1750,15,581,313,193,848,586,564,197,126,145
50014338,2702,1688,15,614,385,197,818,651,547,183,142,164
50014339,756,450,2,183,121,62,210,179,169,49,40,47
50014340,934,640,8,202,84,52,198,271,202,68,47,96
50014341,93,81,0,4,8,11,26,25,23,3,3,2
50014342,1405,912,13,315,165,77,355,349,318,113,59,134
50014343,176,125,1,23,27,9,48,37,52,8,16,6
50014344,1689,1155,6,310,218,143,537,394,355,115,64,81
50014345,420,288,0,95,37,20,160,121,68,25,12,14
50014346,2077,1484,8,331,254,213,792,482,297,134,67,92
50014348,2584,1776,8,522,278,146,576,690,630,189,135,218
50014349,457,347,4,69,37,25,93,120,87,42,43,47
50014350,2078,1466,10,420,182,95,458,603,504,133,114,171
50014352,46,45,0,0,1,2,7,7,6,9,11,4
50014353,2002,1345,17,403,237,117,478,474,471,182,156,124
50014355,800,550,0,159,91,58,371,240,85,23,10,13
50014357,17,15,0,2,0,2,3,2,7,2,0,1
50014358,36,21,0,2,13,2,11,9,7,3,2,2
50014360,1460,1042,13,233,172,84,392,402,373,106,61,42
50014361,19,11,0,6,2,1,5,5,4,0,0,4
50014362,148,98,0,32,18,6,49,52,31,5,2,3
50014363,472,394,0,50,28,26,100,124,111,58,25,28
50014364,17,11,0,3,3,1,5,2,2,5,1,1
50014365,1617,1168,16,288,145,85,356,407,370,139,100,160
1294370,0,0,0,0,0,0,0,0,0,0,0,0
1296400,0,0,0,0,0,0,0,0,0,0,0,0
1297390,0,0,0,0,0,0,0,0,0,0,0,0
1297470,0,0,0,0,0,0,0,0,0,0,0,0
1298520,0,0,0,0,0,0,0,0,0,0,0,0
3059360,0,0,0,0,0,0,0,0,0,0,0,0
3248920,0,0,0,0,0,0,0,0,0,0,0,0
3327980,0,0,0,0,0,0,0,0,0,0,0,0
50017801,133,86,2,32,13,7,21,44,28,9,10,14
50017802,474,314,3,107,50,26,131,105,107,37,26,42
50017804,391,272,3,78,38,32,74,113,89,34,22,27
50017805,175,127,0,33,15,13,22,62,32,14,12,20
50017806,16,12,0,1,3,1,4,3,4,1,2,1
50017807,127,94,0,9,24,7,23,37,31,12,10,7
50017808,1983,1496,13,302,172,135,391,573,383,164,130,207
50017809,135,106,0,3,26,11,39,30,26,15,10,4
50017810,1527,968,7,270,282,97,272,401,409,149,82,117
50017811,15,11,0,4,0,2,2,3,5,1,0,2
50017812,1061,728,8,209,116,49,202,287,258,92,74,99
50017813,1171,832,6,217,116,67,272,290,232,118,93,99
50017814,419,314,2,72,31,17,61,131,80,36,39,55
50017815,25,20,0,2,3,0,5,9,3,5,0,3
50017816,1513,1073,6,290,144,102,433,359,278,132,88,121
50017817,301,207,0,56,38,25,64,76,74,13,9,40
50017818,134,94,1,22,17,7,20,48,37,15,3,4
50017819,292,201,4,46,41,12,44,84,77,30,11,34
50017820,827,555,2,179,91,35,153,189,212,98,59,81
50017821,24,21,0,2,1,1,1,9,11,0,1,1
50017822,340,205,1,53,81,67,96,79,50,26,7,15
50017823,3747,2486,37,838,386,239,993,926,780,353,204,252
50017824,987,706,3,179,99,52,182,311,149,72,77,144
50017825,539,303,1,48,187,265,211,32,9,9,8,5
50017826,813,546,7,174,86,37,189,204,150,71,59,103
50017827,31,27,0,1,3,2,3,7,8,7,0,4
50017828,2995,2090,11,565,329,218,858,757,549,206,183,224
50017829,1425,1013,7,200,205,148,519,287,188,95,80,108
50017830,1185,772,12,254,147,52,221,304,251,126,90,141
50017831,2429,1588,9,573,259,157,589,585,532,218,163,185
50017832,2362,1622,13,423,304,130,640,622,456,207,123,184
50017833,626,464,2,75,85,50,177,146,111,61,43,38
50017834,642,419,8,126,89,34,153,170,151,54,34,46
50017835,1669,1157,7,295,210,112,428,397,327,165,90,150
50017836,18,10,0,5,3,0,2,5,7,3,0,1
50017837,59,43,0,9,7,1,19,17,13,3,2,4
50017838,2802,1996,18,530,258,173,841,682,495,241,140,230
50017839,1530,1030,9,309,182,114,355,356,337,168,68,132
50017840,1103,704,11,277,111,74,314,284,192,83,65,91
50017842,40,27,0,9,4,0,7,4,14,2,6,7
50017843,100,67,0,4,29,46,22,9,13,3,4,3
50017844,2379,1473,14,624,268,154,758,577,441,195,86,168
50017845,2296,1506,15,530,245,136,540,609,488,171,126,226
50017847,91,54,0,28,9,8,17,32,25,5,4,0
50017848,183,110,3,51,19,14,25,48,52,21,10,13
50017849,850,589,4,152,105,39,241,262,186,59,31,32
50017850,194,117,1,41,35,9,25,56,64,17,11,12
50017852,1297,887,10,221,179,122,304,317,234,80,91,149
50017853,685,431,5,174,75,36,93,161,151,61,58,125
50017854,3666,2410,34,812,410,203,715,921,873,338,235,381
50017855,5225,3235,37,1314,639,345,1396,1301,1073,417,281,412
50017856,3033,2048,20,672,293,199,775,791,617,241,160,250
50017857,322,191,0,65,66,25,69,86,73,19,24,26
50017858,132,91,2,22,17,8,42,26,24,13,8,11
50017859,182,138,0,27,17,11,25,50,45,26,13,12
50017860,19,13,0,2,4,3,5,4,3,2,2,0
1302220,0,0,0,0,0,0,0,0,0,0,0,0
1303200,0,0,0,0,0,0,0,0,0,0,0,0
3059440,0,0,0,0,0,0,0,0,0,0,0,0
3327630,0,0,0,0,0,0,0,0,0,0,0,0
50018601,3233,1986,24,884,339,174,922,886,661,222,132,236
50018602,3386,2305,19,740,322,216,1075,926,615,228,141,185
50018604,3004,2051,11,623,319,218,1023,776,512,203,126,146
50018605,2804,1707,13,780,304,182,898,767,546,172,103,136
50018606,377,265,1,52,59,30,173,106,45,12,6,5
50018607,3370,2264,10,724,372,252,1077,878,601,221,145,196
50018608,341,239,2,57,43,41,119,72,63,23,12,11
50018610,10,6,0,1,3,2,0,1,5,0,2,0
50018611,1197,739,7,312,139,51,390,409,239,45,26,37
50018612,5050,3248,28,1223,551,365,1462,1334,949,335,225,380
50018616,40,23,0,10,7,1,13,14,5,2,1,4
50018617,3998,2436,21,1131,410,212,1145,1194,783,222,184,258
1303380,0,0,0,0,0,0,0,0,0,0,0,0
1303620,0,0,0,0,0,0,0,0,0,0,0,0
1305670,0,0,0,0,0,0,0,0,0,0,0,0
1305750,0,0,0,0,0,0,0,0,0,0,0,0
1305830,0,0,0,0,0,0,0,0,0,0,0,0
1307960,0,0,0,0,0,0,0,0,0,0,0,0
1309230,0,0,0,0,0,0,0,0,0,0,0,0
1309310,0,0,0,0,0,0,0,0,0,0,0,0
1309740,0,0,0,0,0,0,0,0,0,0,0,0
3059870,0,0,0,0,0,0,0,0,0,0,0,0
3169890,0,0,0,0,0,0,0,0,0,0,0,0
50020801,959,673,5,202,79,58,202,267,218,70,39,105
50020802,710,493,5,131,81,41,113,166,211,76,45,58
50020803,1958,1493,4,286,175,115,343,487,522,164,95,232
50020804,256,182,3,48,23,18,49,53,70,20,17,29
50020805,3010,2276,10,432,292,196,669,814,773,205,114,239
50020806,861,680,3,116,62,48,171,188,152,133,97,72
50020807,3367,2586,17,499,265,185,610,889,890,260,171,362
50020808,3294,2489,13,500,292,181,636,903,860,209,178,327
50020809,186,153,0,13,20,6,26,40,48,36,13,17
50020810,560,403,7,100,50,39,81,163,159,38,28,52
50020812,32,23,0,5,4,0,5,11,7,5,3,1
50020816,3184,2342,26,524,292,195,563,813,749,303,185,376
50020817,184,138,1,38,7,7,47,99,20,1,1,9
50020818,1179,880,8,176,115,69,242,277,280,116,62,133
50020819,419,286,2,87,44,28,126,101,93,29,25,17
50020821,1473,1004,17,298,154,89,359,387,334,122,72,110
50020822,1280,870,14,257,139,85,278,321,292,115,81,108
50020823,2570,1890,11,429,240,161,584,643,652,186,134,210
50020824,1012,755,3,171,83,48,214,224,208,119,109,90
50020826,1389,1038,5,208,138,86,258,345,379,106,66,149
50020827,311,217,3,54,37,30,47,80,82,26,18,28
50020828,1178,864,8,188,118,76,269,316,290,81,47,99
50020829,2036,1552,10,282,192,125,391,496,531,174,120,199
50020830,204,134,2,49,19,12,16,46,68,22,9,31
50020831,2398,1786,7,362,243,152,484,582,611,180,105,284
50020832,538,361,0,82,95,24,95,155,154,63,31,16
50020833,2306,1631,10,428,237,157,747,553,453,178,106,112
50020834,2670,1842,6,498,324,212,930,654,484,162,115,113
50020835,1194,902,10,184,98,64,238,328,307,84,74,99
50020836,260,190,1,32,37,19,99,67,41,19,7,8
50020837,2886,1991,6,570,319,216,942,734,567,182,122,123
50020838,1697,1099,15,389,194,122,473,411,291,136,112,152
50020839,504,347,1,68,88,88,142,90,69,43,31,41
50020840,46,34,0,7,5,3,19,5,9,3,5,2
50020841,1511,1078,5,279,149,105,372,357,351,125,67,134
50020842,87,58,0,12,17,7,19,18,22,10,6,5
50020843,331,211,4,70,46,18,143,97,41,21,6,5
50020844,2153,1469,19,419,246,156,694,530,448,165,91,69
50020845,641,431,1,128,81,51,291,176,87,14,13,9
50020846,2716,1720,13,614,369,219,1031,601,462,151,131,121
50020847,2962,1906,14,683,359,177,1042,795,531,180,104,133
50020849,1409,1006,8,238,157,84,448,366,263,105,64,79
1311640,0,0,0,0,0,0,0,0,0,0,0,0
50021601,17,11,1,1,4,0,1,4,5,1,1,5
50021602,1850,1329,10,334,177,141,793,508,283,60,30,35
50021603,2409,1742,14,390,263,151,500,589,636,180,111,242
50021604,1820,1345,12,296,167,109,415,428,457,189,81,141
50021605,823,610,4,149,60,49,159,225,202,60,51,77
50021606,2287,1688,8,405,186,120,642,581,470,239,114,121
50021607,457,328,2,89,38,24,105,119,156,23,7,23
50021608,186,131,0,37,18,28,109,33,6,4,4,2
50021609,162,121,0,23,18,7,69,43,30,8,4,1
50021610,2691,1969,3,446,273,187,885,690,508,191,126,104
50021611,85,58,0,16,11,3,21,25,15,8,7,6
50021612,371,273,1,71,26,38,167,111,44,8,0,3
50021613,171,112,1,34,24,11,52,40,39,11,13,5
50021614,809,581,1,133,94,83,316,203,132,34,19,22
50021616,3891,2824,13,654,400,285,1016,940,970,312,168,200
50021617,71,52,0,16,3,4,25,24,12,3,2,1
50021618,567,390,4,117,56,33,130,127,133,63,31,50
50021619,498,362,0,88,48,57,263,127,41,4,2,4
50021620,14,9,0,3,2,2,1,6,5,0,0,0
50021622,200,126,7,31,36,17,44,59,38,13,21,8
50021623,2787,2000,9,518,260,148,1071,976,389,96,62,45
50021624,1098,777,5,194,122,93,301,292,187,81,70,74
50021625,36,23,0,7,6,2,9,9,12,3,1,0
50021626,208,152,0,36,20,10,65,81,40,5,0,7
50021628,84,61,1,13,9,8,24,21,16,10,2,3
50021629,3104,2317,6,479,302,194,771,768,778,231,149,213
50021630,3946,2982,10,626,328,234,801,1095,1066,283,159,308
50021631,806,570,7,159,70,40,204,236,207,52,28,39
50021632,1011,748,3,169,91,67,212,246,274,79,51,82
50021635,1057,749,8,219,81,40,290,446,202,36,23,20
50021636,610,419,3,129,59,44,109,199,159,43,21,35
50021637,367,272,0,63,32,20,137,107,59,25,11,8
50021638,839,623,7,165,44,40,419,273,80,14,8,5
50021639,583,438,3,103,39,31,171,225,97,32,14,13
50021640,240,149,2,65,24,11,35,68,70,26,14,16
50021641,14,11,0,3,0,2,1,3,3,0,3,2
3173900,0,0,0,0,0,0,0,0,0,0,0,0
53806001,364,267,4,69,24,17,56,102,101,42,20,26
53806002,107,67,2,12,26,1,13,32,31,14,10,6
53806003,818,604,9,143,62,54,155,236,237,61,35,40
53806005,25,16,0,6,3,0,1,13,2,4,3,2
3176590,0,0,0,0,0,0,0,0,0,0,0,0
53807802,381,229,5,106,41,18,38,117,103,48,27,30
53812403,965,675,7,193,90,60,130,297,285,76,65,52
1314820,0,0,0,0,0,0,0,0,0,0,0,0
1314910,0,0,0,0,0,0,0,0,0,0,0,0
1315040,0,0,0,0,0,0,0,0,0,0,0,0
1315800,0,0,0,0,0,0,0,0,0,0,0,0
3170470,0,0,0,0,0,0,0,0,0,0,0,0
54731002,97,74,0,14,9,8,23,32,27,3,2,2
54731003,910,678,11,141,80,64,125,202,289,131,52,47
54731004,116,67,0,18,31,3,20,28,32,16,12,5
54731005,2017,1568,6,292,151,73,539,865,408,52,48,32
54731006,76,49,1,14,12,7,18,15,22,5,6,3
54731007,1660,1236,13,262,149,115,327,491,447,124,82,74
54731008,918,655,9,189,65,58,133,226,259,97,48,97
54731009,8,7,0,1,0,0,0,3,3,1,1,0
54731010,691,511,5,127,48,34,97,250,201,50,33,26
1304270,0,0,0,0,0,0,0,0,0,0,0,0
1304350,0,0,0,0,0,0,0,0,0,0,0,0
3327800,0,0,0,0,0,0,0,0,0,0,0,0
54729801,15,8,0,3,4,1,3,4,1,2,3,1
54729802,1695,1190,22,330,153,139,246,387,534,188,105,96
54729804,153,90,2,31,30,17,22,20,61,16,6,11
54729807,107,84,0,17,6,9,23,36,27,8,2,2
54729808,110,76,1,22,11,7,17,30,28,10,7,11
1303460,0,0,0,0,0,0,0,0,0,0,0,0
3311120,0,0,0,0,0,0,0,0,0,0,0,0
54730101,918,633,10,172,103,75,137,196,265,103,64,78
54730102,12,9,0,3,0,2,1,1,7,0,1,0
54730104,512,356,1,122,33,18,188,207,61,16,10,12
54730105,1338,904,14,294,126,98,184,347,381,143,92,93
1325270,0,0,0,0,0,0,0,0,0,0,0,0
54737901,21,15,0,1,5,1,0,4,8,4,0,4
54737902,25,17,0,3,5,0,3,6,10,5,1,0
54737903,1189,809,8,262,110,73,189,366,306,99,61,95
54737905,1110,838,2,186,84,95,447,322,151,48,20,27
54737907,38,25,1,6,6,0,4,8,13,6,4,3
3173730,0,0,0,0,0,0,0,0,0,0,0,0
3173810,0,0,0,0,0,0,0,0,0,0,0,0
3174030,0,0,0,0,0,0,0,0,0,0,0,0
53817502,745,517,6,147,75,45,110,243,167,77,54,49
53817503,233,160,2,42,29,12,35,60,63,20,13,30
53817504,463,331,3,90,39,18,73,167,108,35,24,38
53820502,22,13,0,4,5,3,3,7,6,0,3,0
53820503,2144,1594,12,379,159,113,331,634,608,208,118,132
53830201,1826,1240,15,386,185,148,244,411,531,211,113,168
3173490,0,0,0,0,0,0,0,0,0,0,0,0
53835301,830,583,10,167,70,45,116,203,252,96,60,58
53835302,26,16,2,4,4,1,6,8,5,3,0,3
3176240,0,0,0,0,0,0,0,0,0,0,0,0
53836101,19,14,0,4,1,1,0,7,7,1,1,2
53836103,1881,1377,14,340,150,100,271,541,569,165,115,120
53836104,150,116,1,24,9,5,19,44,49,15,6,12
3175780,0,0,0,0,0,0,0,0,0,0,0,0
53838802,221,150,1,45,25,12,34,66,65,13,12,19
53840001,23,15,0,4,4,4,4,5,8,0,1,1
53840003,637,454,9,127,47,45,63,132,197,87,59,54
3159910,0,0,0,0,0,0,0,0,0,0,0,0
3161480,0,0,0,0,0,0,0,0,0,0,0,0
54704201,69,50,0,11,8,5,4,18,30,4,5,3
54704202,84,55,2,21,6,6,14,13,26,9,9,7
54704203,49,34,2,8,5,2,8,7,12,10,3,7
54704204,894,621,9,179,85,48,133,206,250,93,64,100
54704206,109,70,0,25,14,9,15,20,31,18,8,8
54704207,122,81,1,24,16,10,19,22,45,9,12,5
54704208,10,7,0,2,1,0,3,4,1,0,0,2
54704209,1203,871,16,198,118,54,279,338,321,96,53,62
54704211,1257,911,7,208,131,102,199,303,394,135,60,64
54704212,881,582,11,203,85,58,99,187,259,102,85,91
54704213,17,13,0,3,1,2,5,2,6,2,0,0
54704214,513,245,0,20,248,285,199,23,2,1,2,1
3061420,0,0,0,0,0,0,0,0,0,0,0,0
3158340,0,0,0,0,0,0,0,0,0,0,0,0
3161560,0,0,0,0,0,0,0,0,0,0,0,0
3161990,0,0,0,0,0,0,0,0,0,0,0,0
3162530,0,0,0,0,0,0,0,0,0,0,0,0
54705101,1119,755,6,242,116,54,218,337,261,102,75,72
54705103,1369,1016,7,209,137,116,303,277,238,206,137,92
54705105,33,29,0,0,4,1,24,7,1,0,0,0
54705107,625,429,5,110,81,45,123,196,155,44,36,26
54705108,723,472,8,161,82,38,145,174,197,81,50,38
54705109,3,2,0,0,1,0,0,2,0,0,0,1
54705110,278,186,3,56,33,27,33,61,93,25,15,24
54705111,1344,910,8,274,152,87,226,330,322,138,115,126
53944901,329,239,3,52,35,11,63,82,103,32,18,20
53944902,12,7,0,4,1,2,1,0,2,4,3,0
53944903,695,460,7,168,60,47,99,164,232,72,39,42
53944904,453,318,5,98,32,29,87,115,115,52,27,28
53944905,80,44,0,23,13,4,14,26,14,8,5,9
3164150,0,0,0,0,0,0,0,0,0,0,0,0
3166610,0,0,0,0,0,0,0,0,0,0,0,0
3166950,0,0,0,0,0,0,0,0,0,0,0,0
53946501,470,323,4,101,42,18,86,141,120,43,36,26
54714002,107,86,0,9,12,1,54,27,10,6,3,6
54714003,712,469,7,146,90,36,145,171,175,77,36,72
54715801,191,111,5,24,51,12,17,49,64,21,13,15
54715802,29,19,0,8,2,0,5,5,9,7,1,2
54715804,1075,756,12,178,129,69,158,247,324,113,78,86
3176080,0,0,0,0,0,0,0,0,0,0,0,0
53853101,187,131,4,30,22,7,15,62,51,26,11,15
3174970,0,0,0,0,0,0,0,0,0,0,0,0
54739501,687,518,3,113,53,37,102,179,188,66,61,54
54739502,2456,1919,8,333,196,108,490,611,493,391,233,130
54739503,67,44,1,19,3,4,9,13,15,11,3,12
3169540,0,0,0,0,0,0,0,0,0,0,0,0
53958901,360,248,0,79,33,23,64,83,94,38,32,26
3166440,0,0,0,0,0,0,0,0,0,0,0,0
3166870,0,0,0,0,0,0,0,0,0,0,0,0
3167410,0,0,0,0,0,0,0,0,0,0,0,0
3167500,0,0,0,0,0,0,0,0,0,0,0,0
3183610,0,0,0,0,0,0,0,0,0,0,0,0
53963502,71,43,0,20,8,5,15,17,19,5,4,6
53963503,15,6,0,7,2,1,5,3,5,0,1,0
53963504,134,94,0,14,26,10,31,31,30,17,12,3
53963505,1864,1362,20,331,151,140,307,437,549,199,114,118
53963506,666,485,5,118,58,25,207,226,120,42,20,26
53963507,750,549,3,116,82,65,265,214,121,32,32,21
3064280,0,0,0,0,0,0,0,0,0,0,0,0
3064440,0,0,0,0,0,0,0,0,0,0,0,0
53873601,1271,927,9,227,108,88,169,289,404,149,76,96
53873602,62,49,0,9,4,4,18,7,25,6,1,1
3062150,0,0,0,0,0,0,0,0,0,0,0,0
3167330,0,0,0,0,0,0,0,0,0,0,0,0
3167680,0,0,0,0,0,0,0,0,0,0,0,0
53967801,221,151,1,49,20,12,38,44,60,33,24,10
53967802,26,14,2,8,2,2,3,8,8,3,1,1
53967804,1613,1115,25,337,136,72,212,461,457,191,114,106
53967805,31,23,0,5,3,1,7,12,6,3,2,0
53967806,178,124,2,35,17,8,20,40,58,26,13,13
54727102,751,561,4,114,72,48,135,177,182,58,55,96
54727103,378,290,4,58,26,26,75,110,99,33,20,15
54727105,1013,719,10,186,98,46,197,294,262,80,52,82
54727106,19,12,0,3,4,0,3,4,5,6,1,0
54727107,948,648,6,196,98,80,123,220,231,115,82,97
54727108,313,203,0,18,92,78,131,46,12,9,21,16
54727109,305,214,1,55,35,19,49,75,90,32,17,23
3161300,0,0,0,0,0,0,0,0,0,0,0,0
3307100,0,0,0,0,0,0,0,0,0,0,0,0
3307280,0,0,0,0,0,0,0,0,0,0,0,0
53972402,843,554,14,204,71,60,103,195,223,107,72,83
53972404,900,615,8,193,84,59,154,192,234,112,69,80
3060370,0,0,0,0,0,0,0,0,0,0,0,0
3183450,0,0,0,0,0,0,0,0,0,0,0,0
54740901,64,33,2,22,7,3,8,25,16,6,3,3
54740903,17,13,0,3,1,2,4,6,3,2,0,0
54740904,1343,983,8,221,131,88,266,397,348,107,69,68
54732801,54,31,0,15,8,1,10,15,18,5,3,2
54732802,234,144,1,65,24,14,38,44,74,27,17,20
54732803,517,329,8,119,61,24,107,122,142,47,34,41
53979101,1534,1109,16,268,141,104,281,399,424,151,85,90
53979102,462,328,4,96,34,27,83,147,105,39,29,32
53979103,166,117,1,36,12,9,46,65,30,9,6,1
1291940,0,0,0,0,0,0,0,0,0,0,0,0
3163930,0,0,0,0,0,0,0,0,0,0,0,0
3165630,0,0,0,0,0,0,0,0,0,0,0,0
3167250,0,0,0,0,0,0,0,0,0,0,0,0
54711501,215,165,1,25,24,27,59,45,47,21,10,6
54711503,132,83,1,41,7,6,29,32,33,9,8,15
54711504,22,19,0,2,1,1,0,8,3,6,1,3
54711506,68,47,1,9,11,5,16,14,15,8,7,3
54711507,1132,781,14,240,97,48,189,307,349,97,61,81
3064100,0,0,0,0,0,0,0,0,0,0,0,0
53900701,2472,1874,21,370,207,144,388,809,637,209,162,123
53900702,17,15,0,2,0,0,1,5,5,4,1,1
3165980,0,0,0,0,0,0,0,0,0,0,0,0
3166100,0,0,0,0,0,0,0,0,0,0,0,0
53986401,76,56,0,8,12,4,20,24,11,8,3,6
53986403,135,85,1,26,23,6,25,44,38,10,5,7
53986404,78,45,1,22,10,10,8,13,23,9,4,11
53986405,40,27,0,6,7,5,14,8,8,1,3,1
53986406,876,646,8,167,55,46,161,317,245,48,32,27
53986407,2258,1605,11,408,234,144,361,596,599,233,139,186
53986408,1682,1156,12,337,177,108,307,423,403,190,126,125
53986409,59,42,1,11,5,6,5,9,21,9,6,3
53986410,315,218,2,66,29,16,37,76,102,33,24,27
3169200,0,0,0,0,0,0,0,0,0,0,0,0
3205440,0,0,0,0,0,0,0,0,0,0,0,0
3206090,0,0,0,0,0,0,0,0,0,0,0,0
53989901,391,262,5,79,45,22,102,86,91,37,27,26
53989905,363,273,2,52,36,16,116,109,65,30,15,12
53989906,2631,1987,8,389,247,168,879,876,459,133,66,50
53989907,1559,1150,14,234,161,98,336,412,340,149,91,133
53989908,70,58,0,8,4,1,38,17,9,3,2,0
53989909,23,15,0,6,2,0,5,4,3,2,7,2
52930301,106,82,1,17,6,2,27,31,32,8,2,4
52930304,31,24,0,5,2,1,6,11,6,4,0,3
52930305,32,27,0,3,2,1,5,9,11,4,1,1
52930307,73,56,0,14,3,7,18,14,24,4,2,4
52930308,61,44,3,9,5,3,13,17,18,5,3,2
52930309,40,22,0,10,8,5,5,10,11,5,2,2
52930310,65,46,0,12,7,3,13,14,15,10,7,3
52930311,146,111,0,20,15,10,26,35,26,18,15,16
52930312,25,16,2,5,2,3,1,7,9,3,0,2
52930313,31,22,0,5,4,2,2,14,7,2,2,2
52930316,53,39,1,10,3,2,11,17,14,3,3,3
52930317,1050,814,10,135,91,68,198,248,292,83,59,102
52930318,1678,1303,23,216,136,101,295,392,411,215,164,100
52930319,614,461,10,84,59,44,99,189,169,59,32,22
52930320,372,289,3,43,37,33,67,96,100,23,27,26
52930321,381,276,10,57,38,26,55,85,89,44,28,54
52930322,1776,1304,19,272,181,146,397,428,423,182,96,104
52930323,150,120,2,18,10,10,35,36,30,15,10,14
52930325,691,490,14,133,54,46,93,190,176,67,68,51
52930326,1267,979,8,188,92,87,238,312,300,137,96,97
53256801,92,76,1,10,5,3,15,24,25,13,8,4
53074301,88,70,1,12,5,10,14,23,28,6,6,1
53074302,18,10,0,8,0,2,2,3,3,3,1,4
53238001,45,37,1,5,2,1,10,16,9,6,0,3
53209601,47,40,0,4,3,4,12,8,15,2,1,5
53292401,384,276,5,75,28,29,55,92,118,46,31,13
52945101,1186,897,11,175,103,73,214,305,316,135,74,69
52945103,73,64,1,6,2,1,7,33,16,10,5,1
52945104,32,30,0,2,0,1,7,6,11,5,1,1
52945105,8,8,0,0,0,1,0,4,2,0,0,1
52945106,79,62,0,11,6,5,13,22,18,13,6,2
52945107,198,141,4,30,23,7,38,54,59,15,18,7
52945110,104,78,1,21,4,4,16,32,34,6,7,5
52945111,172,136,2,24,10,11,27,41,53,17,14,9
52945112,38,26,0,11,1,2,6,10,6,8,3,3
52945113,37,31,0,3,3,8,9,11,8,1,0,0
52945114,34,28,0,6,0,4,6,9,9,3,0,3
52945115,45,31,1,6,7,0,4,21,11,2,4,3
52945116,121,92,0,24,5,8,15,37,28,20,6,7
52945117,44,29,1,8,6,5,10,11,10,4,1,3
52945118,32,24,1,6,1,1,4,11,7,6,2,1
52945119,3,2,0,1,0,0,0,1,2,0,0,0
52945121,23,15,1,5,2,4,3,2,7,3,0,4
52945122,17,12,1,3,1,0,1,2,5,2,4,3
52945123,54,48,0,6,0,2,9,18,12,8,4,1
52945124,17,9,2,4,2,3,2,3,5,1,0,3
52945128,21,16,0,2,3,2,4,4,5,2,3,1
53269001,78,64,1,10,3,7,20,21,21,6,1,2
53269002,13,11,0,2,0,2,0,0,7,1,2,1
52947801,34,25,0,7,2,2,9,10,4,2,5,2
52947802,19,13,0,3,3,1,2,3,12,0,1,0
52947803,14,9,0,1,4,1,3,6,4,0,0,0
52948601,473,368,6,70,29,35,71,114,134,51,35,33
52948602,13,10,0,3,0,1,2,2,4,1,1,2
52948604,23,15,0,5,3,2,2,6,9,3,0,1
52948605,20,16,0,3,1,1,2,3,9,2,1,2
52948607,60,47,0,11,2,1,15,15,15,8,6,0
52948608,13,12,0,1,0,1,2,1,6,1,2,0
52948609,23,17,0,5,1,2,4,4,6,5,0,2
52948612,50,43,0,3,4,2,9,15,10,5,7,2
52948613,11,7,0,4,0,0,2,3,3,2,1,0
52951601,134,98,5,26,5,6,18,47,37,8,9,9
52951602,1159,873,14,181,91,75,188,315,306,123,76,76
52951603,242,179,1,45,17,10,42,71,67,19,15,18
52953201,99,67,1,25,6,8,9,40,28,8,3,3
52953202,31,19,1,8,3,1,5,8,11,5,0,1
52953203,20,13,0,5,2,2,2,8,2,2,0,4
52954101,24,19,0,4,1,2,3,3,9,4,3,0
52954102,7,7,0,0,0,0,1,4,0,0,0,2
52954104,47,25,1,13,8,3,4,16,10,7,3,4
52956701,301,213,3,56,29,13,40,65,102,44,22,15
52956702,127,73,2,38,14,11,12,38,38,14,5,9
53274601,25,15,0,6,4,0,4,5,8,4,2,2
52962101,40,30,0,4,6,4,8,12,9,5,1,1
52962102,639,488,5,103,43,45,105,163,192,65,40,29
52962103,17,14,0,3,0,0,2,6,7,1,1,0
