kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - státní občanství: Česká republika - celkem,Obyvatelstvo - státní občanství: Česká republika - muži,Obyvatelstvo - státní občanství: Česká republika - ženy,Obyvatelstvo - státní občanství: Slovenská republika - celkem,Obyvatelstvo - státní občanství: Slovenská republika - muži,Obyvatelstvo - státní občanství: Slovenská  republika - ženy,Obyvatelstvo - státní občanství: země EU mimo ČR - celkem,Obyvatelstvo - státní občanství: země EU mimo ČR - muži,Obyvatelstvo - státní občanství: země EU mimo ČR - ženy,Obyvatelstvo - bez státního občanství - celkem,Obyvatelstvo - bez státního občanství - muži,Obyvatelstvo - bez státního občanství - ženy,Obyvatelstvo - státní občanství: nezjištěno - celkem,Obyvatelstvo - státní občanství: nezjištěno - muži,Obyvatelstvo - státní občanství: nezjištěno - ženy
54016102,168,90,78,162,88,74,0,0,0,0,0,0,0,0,0,1,1,0
54017001,212,112,100,206,109,97,0,0,0,1,1,0,0,0,0,0,0,0
54017002,83,42,41,82,41,41,0,0,0,1,1,0,0,0,0,0,0,0
54017003,46,22,24,45,22,23,0,0,0,1,0,1,0,0,0,0,0,0
54017004,29,15,14,29,15,14,0,0,0,0,0,0,0,0,0,0,0,0
54018801,223,114,109,218,111,107,2,1,1,3,1,2,0,0,0,0,0,0
54018802,43,21,22,43,21,22,0,0,0,0,0,0,0,0,0,0,0,0
54019601,155,78,77,155,78,77,0,0,0,0,0,0,0,0,0,0,0,0
54019602,2516,1243,1273,2480,1221,1259,4,3,1,12,10,2,0,0,0,1,1,0
54019603,187,95,92,186,95,91,0,0,0,0,0,0,0,0,0,0,0,0
54020001,96,53,43,95,52,43,0,0,0,1,1,0,0,0,0,0,0,0
54021801,39,21,18,39,21,18,0,0,0,0,0,0,0,0,0,0,0,0
54021802,647,352,295,644,349,295,0,0,0,0,0,0,0,0,0,0,0,0
54021804,21,15,6,21,15,6,0,0,0,0,0,0,0,0,0,0,0,0
54021805,78,34,44,78,34,44,0,0,0,0,0,0,0,0,0,0,0,0
54021806,86,41,45,86,41,45,0,0,0,0,0,0,0,0,0,0,0,0
54021807,25,17,8,24,16,8,0,0,0,0,0,0,0,0,0,0,0,0
54021808,166,85,81,152,76,76,1,0,1,1,0,1,0,0,0,0,0,0
54022601,174,79,95,171,78,93,0,0,0,2,1,1,0,0,0,1,0,1
54022603,117,61,56,116,60,56,0,0,0,0,0,0,0,0,0,0,0,0
54022604,482,237,245,475,236,239,0,0,0,6,1,5,0,0,0,1,0,1
54022606,359,187,172,358,187,171,0,0,0,0,0,0,0,0,0,1,0,1
54022607,268,137,131,266,136,130,0,0,0,2,1,1,0,0,0,0,0,0
54023401,533,282,251,528,280,248,1,0,1,3,1,2,0,0,0,1,1,0
54023402,202,96,106,201,95,106,1,1,0,1,1,0,0,0,0,0,0,0
54023403,75,39,36,75,39,36,0,0,0,0,0,0,0,0,0,0,0,0
54024201,516,267,249,511,264,247,0,0,0,0,0,0,0,0,0,0,0,0
54024202,133,61,72,130,60,70,1,0,1,2,1,1,0,0,0,1,0,1
54025101,39,23,16,36,23,13,3,0,3,3,0,3,0,0,0,0,0,0
54025102,112,60,52,110,59,51,0,0,0,0,0,0,0,0,0,0,0,0
54026901,291,144,147,287,143,144,2,1,1,2,1,1,0,0,0,0,0,0
54028501,33,16,17,33,16,17,0,0,0,0,0,0,0,0,0,0,0,0
54028502,272,140,132,270,140,130,2,0,2,2,0,2,0,0,0,0,0,0
54028503,32,20,12,31,20,11,1,0,1,1,0,1,0,0,0,0,0,0
54028504,55,30,25,51,29,22,0,0,0,0,0,0,0,0,0,0,0,0
54029301,152,76,76,152,76,76,0,0,0,0,0,0,0,0,0,0,0,0
54030701,88,42,46,87,41,46,0,0,0,0,0,0,0,0,0,0,0,0
54031501,406,203,203,395,197,198,4,4,0,4,4,0,0,0,0,1,0,1
54031502,31,13,18,31,13,18,0,0,0,0,0,0,0,0,0,0,0,0
54031504,57,29,28,50,26,24,0,0,0,0,0,0,0,0,0,0,0,0
54031506,58,23,35,58,23,35,0,0,0,0,0,0,0,0,0,0,0,0
54031507,66,35,31,62,32,30,0,0,0,0,0,0,0,0,0,0,0,0
54031508,109,59,50,103,56,47,3,1,2,3,1,2,0,0,0,3,2,1
54032301,45,23,22,44,23,21,1,0,1,1,0,1,0,0,0,0,0,0
54032302,130,72,58,126,70,56,0,0,0,0,0,0,0,0,0,0,0,0
54032303,44,25,19,43,25,18,0,0,0,0,0,0,0,0,0,0,0,0
54032304,35,20,15,33,19,14,0,0,0,0,0,0,0,0,0,0,0,0
54032306,55,26,29,55,26,29,0,0,0,0,0,0,0,0,0,0,0,0
54032307,172,92,80,166,89,77,3,2,1,3,2,1,0,0,0,0,0,0
54032308,95,50,45,93,49,44,0,0,0,0,0,0,0,0,0,0,0,0
54032309,38,17,21,38,17,21,0,0,0,0,0,0,0,0,0,0,0,0
54033101,162,80,82,162,80,82,0,0,0,0,0,0,0,0,0,0,0,0
54033102,39,22,17,39,22,17,0,0,0,0,0,0,0,0,0,0,0,0
54033104,107,55,52,106,54,52,0,0,0,1,1,0,0,0,0,0,0,0
54033106,78,40,38,78,40,38,0,0,0,0,0,0,0,0,0,0,0,0
54033108,34,19,15,34,19,15,0,0,0,0,0,0,0,0,0,0,0,0
54033109,95,47,48,95,47,48,0,0,0,0,0,0,0,0,0,0,0,0
54034001,334,168,166,323,160,163,6,3,3,11,8,3,0,0,0,0,0,0
54034002,29,16,13,28,15,13,1,1,0,1,1,0,0,0,0,0,0,0
54035801,166,79,87,164,78,86,0,0,0,0,0,0,0,0,0,0,0,0
54035802,69,33,36,68,32,36,0,0,0,0,0,0,0,0,0,0,0,0
54036601,26,15,11,25,14,11,0,0,0,1,1,0,0,0,0,0,0,0
54036603,366,199,167,362,196,166,0,0,0,0,0,0,0,0,0,0,0,0
54037401,116,60,56,115,60,55,1,0,1,1,0,1,0,0,0,0,0,0
54037403,289,151,138,289,151,138,0,0,0,0,0,0,0,0,0,0,0,0
54038201,28,11,17,28,11,17,0,0,0,0,0,0,0,0,0,0,0,0
54038202,51,29,22,51,29,22,0,0,0,0,0,0,0,0,0,0,0,0
54038204,1993,992,1001,1956,977,979,15,7,8,29,12,17,0,0,0,2,0,2
54038205,306,156,150,301,154,147,1,1,0,3,1,2,0,0,0,0,0,0
54039101,68,38,30,68,38,30,0,0,0,0,0,0,0,0,0,0,0,0
54039102,68,34,34,68,34,34,0,0,0,0,0,0,0,0,0,0,0,0
54039103,241,123,118,240,123,117,1,0,1,1,0,1,0,0,0,0,0,0
54039104,24,12,12,24,12,12,0,0,0,0,0,0,0,0,0,0,0,0
54039105,42,21,21,42,21,21,0,0,0,0,0,0,0,0,0,0,0,0
54039106,30,17,13,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0
54039108,54,27,27,54,27,27,0,0,0,0,0,0,0,0,0,0,0,0
54040401,54,29,25,54,29,25,0,0,0,0,0,0,0,0,0,0,0,0
54040402,2040,1034,1006,1953,987,966,30,16,14,38,20,18,0,0,0,3,2,1
54040403,112,58,54,110,57,53,2,1,1,2,1,1,0,0,0,0,0,0
54041201,77,40,37,75,39,36,2,1,1,2,1,1,0,0,0,0,0,0
54041202,180,81,99,176,78,98,2,1,1,2,1,1,0,0,0,1,1,0
54042101,91,50,41,91,50,41,0,0,0,0,0,0,0,0,0,0,0,0
54043901,589,299,290,558,278,280,6,2,4,11,7,4,0,0,0,0,0,0
54043902,124,63,61,124,63,61,0,0,0,0,0,0,0,0,0,0,0,0
54043903,40,21,19,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0
54043904,89,47,42,81,41,40,3,2,1,3,2,1,0,0,0,0,0,0
54043905,104,58,46,100,55,45,1,1,0,1,1,0,0,0,0,0,0,0
54044702,21,9,12,21,9,12,0,0,0,0,0,0,0,0,0,0,0,0
54044703,261,140,121,255,136,119,0,0,0,0,0,0,0,0,0,0,0,0
54044707,47,27,20,47,27,20,0,0,0,0,0,0,0,0,0,0,0,0
54044708,39,15,24,39,15,24,0,0,0,0,0,0,0,0,0,0,0,0
54044709,31,16,15,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0
54044710,43,24,19,41,22,19,0,0,0,0,0,0,0,0,0,0,0,0
54046301,62,30,32,59,28,31,0,0,0,3,2,1,0,0,0,0,0,0
54047101,157,83,74,151,81,70,4,1,3,4,1,3,0,0,0,0,0,0
54047102,134,70,64,133,69,64,1,1,0,1,1,0,0,0,0,0,0,0
54047103,212,101,111,212,101,111,0,0,0,0,0,0,0,0,0,0,0,0
54047104,44,22,22,44,22,22,0,0,0,0,0,0,0,0,0,0,0,0
54047105,346,171,175,344,169,175,0,0,0,0,0,0,0,0,0,0,0,0
54047106,154,83,71,151,80,71,0,0,0,0,0,0,0,0,0,0,0,0
54047107,151,80,71,150,79,71,1,1,0,1,1,0,0,0,0,0,0,0
54047109,25,13,12,25,13,12,0,0,0,0,0,0,0,0,0,0,0,0
54047110,201,103,98,199,102,97,0,0,0,1,0,1,0,0,0,0,0,0
54047111,125,63,62,125,63,62,0,0,0,0,0,0,0,0,0,0,0,0
54047112,36,19,17,36,19,17,0,0,0,0,0,0,0,0,0,0,0,0
54047113,552,279,273,549,279,270,2,0,2,2,0,2,0,0,0,1,0,1
54047114,1923,942,981,1893,922,971,0,0,0,11,8,3,0,0,0,1,1,0
54047116,3928,1868,2060,3877,1833,2044,8,4,4,13,9,4,0,0,0,9,6,3
54047117,313,149,164,313,149,164,0,0,0,0,0,0,0,0,0,0,0,0
54047118,35,22,13,34,21,13,1,1,0,1,1,0,0,0,0,0,0,0
54047120,761,412,349,724,391,333,2,1,1,5,3,2,0,0,0,0,0,0
54047121,44,26,18,44,26,18,0,0,0,0,0,0,0,0,0,0,0,0
54048001,138,67,71,138,67,71,0,0,0,0,0,0,0,0,0,0,0,0
54048002,57,29,28,56,28,28,0,0,0,0,0,0,0,0,0,0,0,0
54048003,1045,523,522,1032,514,518,1,0,1,1,0,1,0,0,0,0,0,0
54049801,38,19,19,38,19,19,0,0,0,0,0,0,0,0,0,0,0,0
54049802,958,484,474,943,473,470,3,2,1,5,4,1,0,0,0,0,0,0
54049803,103,51,52,102,50,52,0,0,0,0,0,0,0,0,0,0,0,0
54049804,46,25,21,46,25,21,0,0,0,0,0,0,0,0,0,0,0,0
54049805,64,37,27,64,37,27,0,0,0,0,0,0,0,0,0,0,0,0
54049807,42,20,22,42,20,22,0,0,0,0,0,0,0,0,0,0,0,0
54049808,47,23,24,47,23,24,0,0,0,0,0,0,0,0,0,0,0,0
54050101,225,115,110,225,115,110,0,0,0,0,0,0,0,0,0,0,0,0
54050102,214,111,103,213,110,103,0,0,0,0,0,0,0,0,0,0,0,0
54050103,2975,1532,1443,2940,1509,1431,6,1,5,11,4,7,0,0,0,3,2,1
54050104,53,30,23,51,28,23,0,0,0,1,1,0,0,0,0,0,0,0
54051001,215,103,112,213,102,111,1,0,1,2,1,1,0,0,0,0,0,0
54051002,808,420,388,803,417,386,1,1,0,2,1,1,0,0,0,0,0,0
54052801,149,76,73,148,75,73,0,0,0,1,1,0,0,0,0,0,0,0
54053601,21,12,9,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0
54053604,359,184,175,350,178,172,0,0,0,3,2,1,0,0,0,0,0,0
54054401,110,58,52,110,58,52,0,0,0,0,0,0,0,0,0,0,0,0
54054402,242,125,117,241,124,117,1,1,0,1,1,0,0,0,0,0,0,0
54054403,86,44,42,86,44,42,0,0,0,0,0,0,0,0,0,0,0,0
54054404,592,294,298,578,284,294,3,1,2,4,2,2,0,0,0,2,2,0
54054405,130,59,71,130,59,71,0,0,0,0,0,0,0,0,0,0,0,0
54054406,111,58,53,111,58,53,0,0,0,0,0,0,0,0,0,0,0,0
54055201,27,13,14,27,13,14,0,0,0,0,0,0,0,0,0,0,0,0
54055202,790,402,388,767,390,377,5,2,3,7,4,3,0,0,0,1,0,1
54055203,22,11,11,22,11,11,0,0,0,0,0,0,0,0,0,0,0,0
54055205,26,10,16,26,10,16,0,0,0,0,0,0,0,0,0,0,0,0
54055207,36,20,16,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0
54055208,37,23,14,31,18,13,0,0,0,0,0,0,0,0,0,1,1,0
54055209,20,9,11,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0
54055210,47,23,24,47,23,24,0,0,0,0,0,0,0,0,0,0,0,0
54055211,26,8,18,26,8,18,0,0,0,0,0,0,0,0,0,0,0,0
54055214,60,32,28,60,32,28,0,0,0,0,0,0,0,0,0,0,0,0
54056101,835,413,422,818,402,416,2,2,0,7,5,2,0,0,0,0,0,0
54057901,20,11,9,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0
54057902,172,89,83,169,87,82,1,1,0,1,1,0,0,0,0,0,0,0
54058701,148,73,75,148,73,75,0,0,0,0,0,0,0,0,0,0,0,0
54059501,331,171,160,331,171,160,0,0,0,0,0,0,0,0,0,0,0,0
54060901,90,45,45,90,45,45,0,0,0,0,0,0,0,0,0,0,0,0
54060902,76,34,42,76,34,42,0,0,0,0,0,0,0,0,0,0,0,0
54060903,235,119,116,235,119,116,0,0,0,0,0,0,0,0,0,0,0,0
54060904,78,37,41,78,37,41,0,0,0,0,0,0,0,0,0,0,0,0
54060905,92,49,43,92,49,43,0,0,0,0,0,0,0,0,0,0,0,0
54060907,81,46,35,81,46,35,0,0,0,0,0,0,0,0,0,0,0,0
54061701,154,75,79,150,72,78,2,1,1,3,2,1,0,0,0,1,1,0
54062501,579,288,291,575,285,290,2,2,0,3,2,1,0,0,0,0,0,0
54063301,180,87,93,170,85,85,2,0,2,5,1,4,0,0,0,0,0,0
54063302,46,25,21,46,25,21,0,0,0,0,0,0,0,0,0,0,0,0
54063303,65,32,33,65,32,33,0,0,0,0,0,0,0,0,0,0,0,0
54064101,317,146,171,305,138,167,3,2,1,11,8,3,0,0,0,0,0,0
54065001,103,51,52,103,51,52,0,0,0,0,0,0,0,0,0,0,0,0
54065002,574,275,299,569,273,296,2,1,1,5,2,3,0,0,0,0,0,0
54066801,210,109,101,202,105,97,2,1,1,2,1,1,0,0,0,1,1,0
54066802,45,23,22,45,23,22,0,0,0,0,0,0,0,0,0,0,0,0
54067601,133,71,62,131,70,61,0,0,0,1,1,0,0,0,0,0,0,0
54067602,22,12,10,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0
54068402,786,389,397,773,382,391,7,2,5,8,3,5,0,0,0,2,2,0
54068403,129,68,61,127,67,60,1,0,1,2,1,1,0,0,0,0,0,0
54069201,115,57,58,111,55,56,0,0,0,0,0,0,0,0,0,0,0,0
54070601,69,36,33,68,36,32,0,0,0,0,0,0,0,0,0,0,0,0
54070602,21,14,7,21,14,7,0,0,0,0,0,0,0,0,0,0,0,0
54071401,641,326,315,631,321,310,3,2,1,6,4,2,0,0,0,0,0,0
54071402,424,212,212,423,212,211,1,0,1,1,0,1,0,0,0,0,0,0
54071403,65,33,32,64,32,32,1,1,0,1,1,0,0,0,0,0,0,0
54072201,343,163,180,342,162,180,1,1,0,1,1,0,0,0,0,0,0,0
54073101,205,109,96,203,108,95,0,0,0,0,0,0,0,0,0,0,0,0
54074901,24,13,11,23,13,10,0,0,0,0,0,0,0,0,0,0,0,0
54074902,67,39,28,66,38,28,0,0,0,0,0,0,0,0,0,0,0,0
54074903,189,101,88,187,100,87,1,0,1,1,0,1,0,0,0,0,0,0
54074904,20,11,9,20,11,9,0,0,0,0,0,0,0,0,0,0,0,0
54074905,22,10,12,22,10,12,0,0,0,0,0,0,0,0,0,0,0,0
54075701,63,27,36,63,27,36,0,0,0,0,0,0,0,0,0,0,0,0
54075702,219,114,105,216,112,104,2,1,1,2,1,1,0,0,0,0,0,0
54075703,96,54,42,92,51,41,0,0,0,0,0,0,0,0,0,0,0,0
54075704,21,9,12,20,8,12,1,1,0,1,1,0,0,0,0,0,0,0
54075705,1625,789,836,1597,773,824,12,6,6,16,9,7,0,0,0,0,0,0
54075706,34,15,19,34,15,19,0,0,0,0,0,0,0,0,0,0,0,0
54075707,63,32,31,63,32,31,0,0,0,0,0,0,0,0,0,0,0,0
54076502,5067,2445,2622,4864,2339,2525,81,35,46,96,45,51,0,0,0,9,5,4
54076503,391,194,197,370,185,185,8,1,7,9,2,7,0,0,0,0,0,0
54076504,561,279,282,545,274,271,13,3,10,14,4,10,0,0,0,1,0,1
54076505,332,163,169,325,159,166,1,1,0,3,2,1,0,0,0,0,0,0
54077301,2832,1361,1471,2798,1346,1452,8,5,3,15,6,9,0,0,0,0,0,0
54078101,42,20,22,42,20,22,0,0,0,0,0,0,0,0,0,0,0,0
54078102,92,52,40,91,51,40,0,0,0,1,1,0,0,0,0,0,0,0
54078103,455,226,229,445,222,223,1,0,1,2,0,2,0,0,0,0,0,0
54078104,60,31,29,59,31,28,0,0,0,1,0,1,0,0,0,0,0,0
54078105,186,102,84,180,98,82,3,2,1,4,3,1,0,0,0,2,1,1
54079001,370,195,175,367,194,173,3,1,2,3,1,2,0,0,0,0,0,0
54079002,122,51,71,121,51,70,0,0,0,0,0,0,0,0,0,0,0,0
54079004,58,30,28,57,29,28,1,1,0,1,1,0,0,0,0,0,0,0
54079005,42,23,19,40,21,19,0,0,0,0,0,0,0,0,0,1,1,0
54080301,53,25,28,53,25,28,0,0,0,0,0,0,0,0,0,0,0,0
54081101,45,21,24,44,21,23,1,0,1,1,0,1,0,0,0,0,0,0
54081103,505,258,247,490,248,242,1,1,0,2,2,0,0,0,0,1,1,0
54081104,57,27,30,50,23,27,2,2,0,2,2,0,0,0,0,0,0,0
54081105,141,75,66,140,74,66,0,0,0,0,0,0,0,0,0,0,0,0
54082001,53,27,26,52,26,26,0,0,0,1,1,0,0,0,0,0,0,0
54082002,59,32,27,59,32,27,0,0,0,0,0,0,0,0,0,0,0,0
54082003,199,100,99,197,99,98,1,0,1,1,0,1,0,0,0,0,0,0
54082004,58,25,33,58,25,33,0,0,0,0,0,0,0,0,0,0,0,0
54082006,54,28,26,54,28,26,0,0,0,0,0,0,0,0,0,0,0,0
54082009,40,21,19,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0
54084601,30,17,13,30,17,13,0,0,0,0,0,0,0,0,0,0,0,0
54084602,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0
54084603,41,22,19,41,22,19,0,0,0,0,0,0,0,0,0,0,0,0
54084604,43,22,21,41,22,19,0,0,0,0,0,0,0,0,0,1,0,1
54084605,20,11,9,19,10,9,0,0,0,0,0,0,0,0,0,0,0,0
54084606,54,30,24,54,30,24,0,0,0,0,0,0,0,0,0,0,0,0
54084608,32,13,19,32,13,19,0,0,0,0,0,0,0,0,0,0,0,0
54084609,58,31,27,58,31,27,0,0,0,0,0,0,0,0,0,0,0,0
54084610,208,105,103,207,104,103,0,0,0,0,0,0,0,0,0,0,0,0
54084611,53,27,26,53,27,26,0,0,0,0,0,0,0,0,0,0,0,0
54084612,20,9,11,20,9,11,0,0,0,0,0,0,0,0,0,0,0,0
54084614,46,25,21,46,25,21,0,0,0,0,0,0,0,0,0,0,0,0
54085401,489,238,251,477,231,246,1,0,1,1,0,1,0,0,0,1,1,0
54086201,3002,1501,1501,2962,1478,1484,8,3,5,25,11,14,0,0,0,1,1,0
54086202,44,23,21,42,22,20,2,1,1,2,1,1,0,0,0,0,0,0
54087101,129,56,73,128,56,72,1,0,1,1,0,1,0,0,0,0,0,0
54087102,66,38,28,65,37,28,0,0,0,0,0,0,0,0,0,1,1,0
54087103,389,207,182,388,206,182,1,1,0,1,1,0,0,0,0,0,0,0
54088902,100,46,54,99,45,54,0,0,0,0,0,0,0,0,0,0,0,0
54088903,21,12,9,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0
54088904,456,219,237,420,205,215,9,4,5,14,6,8,0,0,0,3,0,3
54088905,110,49,61,101,45,56,2,1,1,5,3,2,0,0,0,0,0,0
54088906,879,436,443,876,435,441,3,1,2,3,1,2,0,0,0,0,0,0
54089701,40,20,20,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0
54089702,62,36,26,60,35,25,0,0,0,0,0,0,0,0,0,0,0,0
54089703,83,40,43,82,40,42,1,0,1,1,0,1,0,0,0,0,0,0
54089704,114,58,56,113,57,56,1,1,0,1,1,0,0,0,0,0,0,0
54090101,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0
54090102,206,104,102,205,103,102,0,0,0,1,1,0,0,0,0,0,0,0
54090103,82,47,35,82,47,35,0,0,0,0,0,0,0,0,0,0,0,0
54090105,1010,494,516,953,469,484,1,1,0,3,2,1,0,0,0,0,0,0
54090106,311,157,154,307,156,151,0,0,0,1,0,1,0,0,0,0,0,0
54090107,367,182,185,361,179,182,4,3,1,4,3,1,0,0,0,0,0,0
54091901,770,377,393,770,377,393,0,0,0,0,0,0,0,0,0,0,0,0
54092701,23,13,10,22,12,10,0,0,0,1,1,0,0,0,0,0,0,0
54093502,1102,571,531,1088,564,524,5,1,4,6,2,4,0,0,0,1,1,0
54093503,106,52,54,106,52,54,0,0,0,0,0,0,0,0,0,0,0,0
54094301,254,131,123,247,126,121,0,0,0,1,1,0,0,0,0,0,0,0
54095101,53,23,30,52,22,30,0,0,0,0,0,0,0,0,0,0,0,0
54095102,660,353,307,655,352,303,0,0,0,0,0,0,0,0,0,0,0,0
54096001,270,139,131,269,139,130,0,0,0,0,0,0,0,0,0,0,0,0
54096002,41,25,16,41,25,16,0,0,0,0,0,0,0,0,0,0,0,0
54097801,114,63,51,114,63,51,0,0,0,0,0,0,0,0,0,0,0,0
54097802,96,49,47,96,49,47,0,0,0,0,0,0,0,0,0,0,0,0
54097803,671,332,339,666,330,336,1,0,1,1,0,1,0,0,0,1,1,0
54097804,36,21,15,36,21,15,0,0,0,0,0,0,0,0,0,0,0,0
54097805,379,184,195,377,183,194,1,0,1,2,1,1,0,0,0,0,0,0
54097806,1025,517,508,1010,509,501,0,0,0,3,2,1,0,0,0,0,0,0
54097807,78,40,38,77,40,37,1,0,1,1,0,1,0,0,0,0,0,0
54098602,95,50,45,95,50,45,0,0,0,0,0,0,0,0,0,0,0,0
54098603,995,489,506,979,481,498,3,2,1,9,3,6,0,0,0,1,1,0
54100101,31,15,16,31,15,16,0,0,0,0,0,0,0,0,0,0,0,0
54101001,35,19,16,34,18,16,0,0,0,0,0,0,0,0,0,0,0,0
54101002,97,45,52,97,45,52,0,0,0,0,0,0,0,0,0,0,0,0
54101003,102,51,51,102,51,51,0,0,0,0,0,0,0,0,0,0,0,0
54102801,33,19,14,30,17,13,0,0,0,1,1,0,0,0,0,0,0,0
54102802,51,27,24,50,27,23,0,0,0,1,0,1,0,0,0,0,0,0
54102803,214,116,98,212,115,97,1,1,0,1,1,0,0,0,0,0,0,0
54102804,50,11,39,50,11,39,0,0,0,0,0,0,0,0,0,0,0,0
54102805,44,23,21,44,23,21,0,0,0,0,0,0,0,0,0,0,0,0
54103601,191,105,86,187,103,84,2,1,1,4,2,2,0,0,0,0,0,0
54103602,24,10,14,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0
54103603,345,174,171,336,171,165,6,2,4,7,2,5,0,0,0,2,1,1
54104401,51,27,24,51,27,24,0,0,0,0,0,0,0,0,0,0,0,0
54104402,83,41,42,82,41,41,1,0,1,1,0,1,0,0,0,0,0,0
54104403,27,18,9,27,18,9,0,0,0,0,0,0,0,0,0,0,0,0
54104404,41,23,18,41,23,18,0,0,0,0,0,0,0,0,0,0,0,0
54104406,37,21,16,37,21,16,0,0,0,0,0,0,0,0,0,0,0,0
54104407,82,46,36,82,46,36,0,0,0,0,0,0,0,0,0,0,0,0
54104410,659,326,333,646,320,326,2,1,1,3,2,1,0,0,0,0,0,0
54104412,46,27,19,46,27,19,0,0,0,0,0,0,0,0,0,0,0,0
54104413,33,16,17,33,16,17,0,0,0,0,0,0,0,0,0,0,0,0
54104414,27,15,12,27,15,12,0,0,0,0,0,0,0,0,0,0,0,0
54104416,75,43,32,75,43,32,0,0,0,0,0,0,0,0,0,0,0,0
54104417,79,40,39,79,40,39,0,0,0,0,0,0,0,0,0,0,0,0
54104418,36,23,13,35,23,12,1,0,1,1,0,1,0,0,0,0,0,0
54104420,36,20,16,36,20,16,0,0,0,0,0,0,0,0,0,0,0,0
54105202,139,60,79,138,59,79,0,0,0,0,0,0,0,0,0,0,0,0
54105203,506,262,244,491,252,239,0,0,0,0,0,0,0,0,0,0,0,0
54106101,184,59,125,184,59,125,0,0,0,0,0,0,0,0,0,0,0,0
54106102,20,9,11,18,8,10,0,0,0,2,1,1,0,0,0,0,0,0
54107902,60,32,28,60,32,28,0,0,0,0,0,0,0,0,0,0,0,0
54107903,51,31,20,51,31,20,0,0,0,0,0,0,0,0,0,0,0,0
54107904,1351,673,678,1343,668,675,2,2,0,3,2,1,0,0,0,0,0,0
54107905,21,11,10,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0
54107908,43,25,18,43,25,18,0,0,0,0,0,0,0,0,0,0,0,0
54107909,37,24,13,37,24,13,0,0,0,0,0,0,0,0,0,0,0,0
54108702,289,155,134,288,155,133,0,0,0,0,0,0,0,0,0,0,0,0
54108703,43,24,19,43,24,19,0,0,0,0,0,0,0,0,0,0,0,0
54108704,42,22,20,42,22,20,0,0,0,0,0,0,0,0,0,0,0,0
54108705,148,73,75,148,73,75,0,0,0,0,0,0,0,0,0,0,0,0
54109501,144,72,72,143,72,71,1,0,1,1,0,1,0,0,0,0,0,0
54110901,1127,566,561,1111,558,553,9,4,5,11,6,5,0,0,0,0,0,0
54111701,611,315,296,600,309,291,2,1,1,5,2,3,0,0,0,0,0,0
54112501,392,196,196,391,195,196,1,1,0,1,1,0,0,0,0,0,0,0
54113302,47,30,17,47,30,17,0,0,0,0,0,0,0,0,0,0,0,0
54113303,81,39,42,81,39,42,0,0,0,0,0,0,0,0,0,0,0,0
54113304,143,66,77,141,64,77,2,2,0,2,2,0,0,0,0,0,0,0
54113305,130,58,72,129,57,72,1,1,0,1,1,0,0,0,0,0,0,0
54113306,104,51,53,104,51,53,0,0,0,0,0,0,0,0,0,0,0,0
54114101,71,38,33,71,38,33,0,0,0,0,0,0,0,0,0,0,0,0
54115001,746,383,363,728,370,358,5,5,0,13,10,3,0,0,0,0,0,0
54115002,112,56,56,112,56,56,0,0,0,0,0,0,0,0,0,0,0,0
54116801,72,37,35,72,37,35,0,0,0,0,0,0,0,0,0,0,0,0
54116802,92,48,44,92,48,44,0,0,0,0,0,0,0,0,0,0,0,0
54116803,1514,766,748,1483,747,736,4,0,4,12,6,6,0,0,0,0,0,0
54116806,134,72,62,132,71,61,2,1,1,2,1,1,0,0,0,0,0,0
54116807,101,50,51,100,49,51,0,0,0,0,0,0,0,0,0,0,0,0
54117601,453,229,224,438,220,218,4,2,2,6,4,2,0,0,0,0,0,0
54119201,174,84,90,170,82,88,0,0,0,1,1,0,0,0,0,0,0,0
54120601,447,229,218,443,228,215,1,1,0,2,1,1,0,0,0,1,0,1
54120602,301,153,148,295,149,146,0,0,0,2,2,0,0,0,0,0,0,0
54120603,77,41,36,77,41,36,0,0,0,0,0,0,0,0,0,0,0,0
54121401,43,21,22,42,21,21,0,0,0,1,0,1,0,0,0,0,0,0
54121402,43,21,22,43,21,22,0,0,0,0,0,0,0,0,0,0,0,0
54121403,337,172,165,335,172,163,1,0,1,2,0,2,0,0,0,0,0,0
54121404,54,27,27,53,26,27,0,0,0,1,1,0,0,0,0,0,0,0
54122201,37,17,20,37,17,20,0,0,0,0,0,0,0,0,0,0,0,0
54122202,35,16,19,35,16,19,0,0,0,0,0,0,0,0,0,0,0,0
54122203,82,46,36,82,46,36,0,0,0,0,0,0,0,0,0,0,0,0
