kod_nadzsj_d,Zaměstnaní celkem,Zaměstnaní - Zaměstnanci v ozbrojených silách,Zaměstnaní - Zákonodárci a řídící pracovníci,Zaměstnaní - Specialisté,Zaměstnaní - Techničtí a odborní pracovníci,Zaměstnaní - Úředníci,Zaměstnaní - Pracovníci ve službách a prodeji,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství",Zaměstnaní - Řemeslníci a opraváři,"Zaměstnaní - Obsluha strojů a zařízení, montéři",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci,Zaměstnaní - nezjištěno,Zaměstnaní muži,Zaměstnaní - Zaměstnanci v ozbrojených silách - muži,Zaměstnaní - Zákonodárci a řídící pracovníci - muži,Zaměstnaní - Specialisté - muži,Zaměstnaní - Techničtí a odborní pracovníci - muži,Zaměstnaní - Úředníci - muži,Zaměstnaní - Pracovníci ve službách a prodeji - muži,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - muži",Zaměstnaní - Řemeslníci a opraváři - muži,"Zaměstnaní - Obsluha strojů a zařízení, montéři - muži",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - muži,Zaměstnaní - nezjištěno - muži,Zaměstnaní ženy,Zaměstnaní - Zaměstnanci v ozbrojených silách - ženy,Zaměstnaní - Zákonodárci a řídící pracovníci - ženy,Zaměstnaní - Specialisté - ženy,Zaměstnaní - Techničtí a odborní pracovníci - ženy,Zaměstnaní - Úředníci - ženy,Zaměstnaní - Pracovníci ve službách a prodeji - ženy,"Zaměstnaní - Kvalifikovaní pracovníci v zemědělství,lesnictví a rybářství - ženy",Zaměstnaní - Řemeslníci a opraváři - ženy,"Zaměstnaní - Obsluha strojů a zařízení, montéři - ženy",Zaměstnaní - Pomocní a nekvalifikovaní pracovníci - ženy,Zaměstnaní - nezjištěno - ženy
57902502,38,0,5,3,1,5,1,0,6,10,2,5,20,0,2,1,0,1,0,0,4,7,2,3,18,0,3,2,1,4,1,0,2,3,0,2
57902503,68,0,0,9,15,8,7,0,16,8,1,4,42,0,0,4,7,1,4,0,15,7,1,3,26,0,0,5,8,7,3,0,1,1,0,1
57902504,54,0,3,5,6,2,6,3,7,7,3,12,33,0,3,2,3,1,3,2,6,6,1,6,21,0,0,3,3,1,3,1,1,1,2,6
57902505,12,0,0,2,3,1,2,0,0,3,0,1,8,0,0,0,1,1,2,0,0,3,0,1,4,0,0,2,2,0,0,0,0,0,0,0
57902506,38,0,0,2,8,4,5,1,4,5,2,7,20,0,0,0,3,1,1,1,4,4,1,5,18,0,0,2,5,3,4,0,0,1,1,2
57902508,108,0,5,9,7,7,14,2,20,23,6,15,64,0,4,2,4,1,9,2,19,10,3,10,44,0,1,7,3,6,5,0,1,13,3,5
57902510,11,1,3,2,0,1,0,0,1,3,0,0,7,1,2,0,0,0,0,0,1,3,0,0,4,0,1,2,0,1,0,0,0,0,0,0
57902511,15,0,2,3,4,1,0,0,1,0,1,3,7,0,1,1,2,1,0,0,1,0,0,1,8,0,1,2,2,0,0,0,0,0,1,2
57902512,154,0,9,14,17,5,21,5,36,27,4,16,92,0,3,5,13,0,5,3,33,19,0,11,62,0,6,9,4,5,16,2,3,8,4,5
57902513,36,0,1,2,6,2,7,2,6,5,2,3,18,0,1,0,3,1,2,2,5,1,1,2,18,0,0,2,3,1,5,0,1,4,1,1
57902514,48,1,0,0,2,1,6,2,12,10,2,12,25,1,0,0,0,0,2,2,10,4,2,4,23,0,0,0,2,1,4,0,2,6,0,8
57902515,44,0,4,5,3,1,3,2,8,11,2,5,26,0,3,2,1,0,2,2,5,7,2,2,18,0,1,3,2,1,1,0,3,4,0,3
57902516,33,0,2,8,4,3,6,0,6,1,0,3,16,0,2,4,1,0,2,0,4,1,0,2,17,0,0,4,3,3,4,0,2,0,0,1
57902517,179,0,10,43,27,12,21,0,22,22,8,14,92,0,4,18,13,5,11,0,16,15,3,7,87,0,6,25,14,7,10,0,6,7,5,7
57902518,1081,2,38,188,175,78,135,4,144,143,49,125,563,1,27,84,93,27,53,2,106,87,16,67,518,1,11,104,82,51,82,2,38,56,33,58
57902519,21,0,2,8,3,1,5,0,1,0,0,1,11,0,1,3,3,1,2,0,1,0,0,0,10,0,1,5,0,0,3,0,0,0,0,1
57902520,650,1,34,136,112,58,86,6,61,69,23,64,347,1,22,58,65,20,36,5,47,43,10,40,303,0,12,78,47,38,50,1,14,26,13,24
57902522,622,0,30,109,104,41,67,3,95,54,34,85,324,0,21,45,45,12,23,1,82,34,12,49,298,0,9,64,59,29,44,2,13,20,22,36
57902523,713,2,20,117,114,55,95,2,88,97,28,95,371,2,8,53,64,22,40,1,67,52,8,54,342,0,12,64,50,33,55,1,21,45,20,41
57902524,463,0,24,101,92,28,63,2,48,48,12,45,246,0,17,48,46,8,26,1,37,35,4,24,217,0,7,53,46,20,37,1,11,13,8,21
57902526,443,0,50,117,102,21,48,1,30,31,6,37,222,0,34,43,46,6,17,1,26,22,2,25,221,0,16,74,56,15,31,0,4,9,4,12
57902528,148,0,6,23,24,11,27,1,12,22,5,17,74,0,4,9,13,5,10,1,10,12,1,9,74,0,2,14,11,6,17,0,2,10,4,8
57902529,525,2,12,74,85,39,78,3,72,77,28,55,270,2,8,26,47,13,24,2,57,54,11,26,255,0,4,48,38,26,54,1,15,23,17,29
57902530,614,0,26,96,92,36,83,4,76,95,35,71,320,0,18,41,45,8,27,4,62,63,14,38,294,0,8,55,47,28,56,0,14,32,21,33
57902531,16,0,0,2,3,0,2,0,4,2,0,3,8,0,0,1,1,0,0,0,4,1,0,1,8,0,0,1,2,0,2,0,0,1,0,2
57902532,163,0,21,50,32,12,15,0,12,8,4,9,85,0,16,18,15,4,7,0,10,7,2,6,78,0,5,32,17,8,8,0,2,1,2,3
57902533,11,0,0,0,4,0,1,0,0,2,0,4,4,0,0,0,2,0,0,0,0,1,0,1,7,0,0,0,2,0,1,0,0,1,0,3
57902534,412,1,22,88,77,30,49,0,48,25,16,56,217,1,18,35,45,7,19,0,42,14,6,30,195,0,4,53,32,23,30,0,6,11,10,26
57902535,1411,3,58,284,251,90,170,4,169,157,52,173,743,3,41,123,121,27,68,2,133,109,21,95,668,0,17,161,130,63,102,2,36,48,31,78
57902536,291,0,23,49,46,16,42,2,42,27,9,35,156,0,20,16,21,4,15,1,37,20,4,18,135,0,3,33,25,12,27,1,5,7,5,17
57902537,77,1,9,27,22,5,6,0,2,1,1,3,42,1,6,13,15,1,2,0,1,1,1,1,35,0,3,14,7,4,4,0,1,0,0,2
57902538,179,1,6,26,22,6,20,0,31,31,9,27,96,1,1,10,12,2,6,0,25,20,3,16,83,0,5,16,10,4,14,0,6,11,6,11
57902539,127,0,9,19,29,5,13,0,17,13,6,16,67,0,6,5,11,2,4,0,17,9,4,9,60,0,3,14,18,3,9,0,0,4,2,7
57902540,869,1,16,121,160,51,128,5,117,138,45,87,459,1,11,54,77,21,44,3,86,98,16,48,410,0,5,67,83,30,84,2,31,40,29,39
57902541,2035,1,56,276,324,157,278,11,279,320,111,222,1059,1,39,104,163,57,97,9,225,194,49,121,976,0,17,172,161,100,181,2,54,126,62,101
57902542,98,0,8,15,25,8,13,0,11,9,3,6,60,0,8,7,14,3,5,0,11,7,1,4,38,0,0,8,11,5,8,0,0,2,2,2
57902544,704,2,25,88,108,34,88,1,100,101,47,110,376,1,17,36,60,10,35,1,80,66,17,53,328,1,8,52,48,24,53,0,20,35,30,57
57902545,128,0,7,19,27,11,14,1,17,21,2,9,69,0,3,10,13,4,5,1,13,14,0,6,59,0,4,9,14,7,9,0,4,7,2,3
57902546,75,0,5,10,14,8,10,1,13,8,2,4,40,0,4,3,6,2,5,1,11,5,1,2,35,0,1,7,8,6,5,0,2,3,1,2
57902547,628,1,19,70,93,35,79,5,94,121,38,73,333,1,13,24,46,15,26,5,71,67,20,45,295,0,6,46,47,20,53,0,23,54,18,28
57902548,66,0,2,2,12,2,13,1,9,8,3,14,38,0,2,2,4,0,4,0,9,4,2,11,28,0,0,0,8,2,9,1,0,4,1,3
57902549,80,1,5,4,10,8,8,1,17,18,3,5,44,1,4,0,7,3,0,1,13,11,1,3,36,0,1,4,3,5,8,0,4,7,2,2
57902551,147,0,9,27,24,13,10,4,22,22,3,13,79,0,5,10,15,3,2,4,17,17,2,4,68,0,4,17,9,10,8,0,5,5,1,9
57902552,68,1,1,12,6,0,10,0,12,12,1,13,38,1,1,5,4,0,4,0,8,7,1,7,30,0,0,7,2,0,6,0,4,5,0,6
57902553,180,0,9,32,24,13,28,1,33,18,11,11,99,0,4,10,15,4,12,1,28,13,6,6,81,0,5,22,9,9,16,0,5,5,5,5
57902554,32,0,0,4,3,6,2,0,6,3,2,6,16,0,0,2,3,1,1,0,4,2,0,3,16,0,0,2,0,5,1,0,2,1,2,3
57902555,620,1,23,65,58,32,102,5,74,73,29,158,405,1,16,29,36,11,39,5,67,59,18,124,215,0,7,36,22,21,63,0,7,14,11,34
57903301,127,0,16,20,27,16,11,1,16,16,1,3,68,0,10,8,16,3,4,1,15,8,1,2,59,0,6,12,11,13,7,0,1,8,0,1
57904101,67,0,3,9,12,2,5,0,12,9,4,11,39,0,2,2,9,0,1,0,9,6,2,8,28,0,1,7,3,2,4,0,3,3,2,3
57904102,307,1,17,49,45,19,34,5,39,44,13,41,178,1,12,20,25,7,12,4,35,29,3,30,129,0,5,29,20,12,22,1,4,15,10,11
57905003,365,0,17,40,40,16,43,6,60,66,15,62,201,0,13,17,19,7,18,6,48,40,6,27,164,0,4,23,21,9,25,0,12,26,9,35
57905004,16,0,0,2,4,2,6,0,0,1,0,1,8,0,0,1,2,2,2,0,0,1,0,0,8,0,0,1,2,0,4,0,0,0,0,1
57905005,30,0,1,3,5,3,3,1,3,5,3,3,16,0,0,2,0,0,1,1,3,4,2,3,14,0,1,1,5,3,2,0,0,1,1,0
57906801,29,0,1,3,3,1,4,0,10,2,1,4,17,0,0,2,1,0,1,0,9,2,0,2,12,0,1,1,2,1,3,0,1,0,1,2
57906802,535,1,30,51,67,38,84,9,88,70,36,61,294,0,22,12,39,13,32,6,71,51,12,36,241,1,8,39,28,25,52,3,17,19,24,25
57906803,33,0,2,6,6,3,1,0,6,2,3,4,20,0,1,4,5,1,0,0,6,0,1,2,13,0,1,2,1,2,1,0,0,2,2,2
57906804,63,0,5,10,16,3,3,2,11,2,2,9,32,0,4,4,6,0,1,0,10,1,1,5,31,0,1,6,10,3,2,2,1,1,1,4
57907601,78,0,2,8,13,2,18,1,11,8,7,8,43,0,1,2,8,1,5,1,10,8,3,4,35,0,1,6,5,1,13,0,1,0,4,4
57908401,36,1,2,6,7,1,5,1,3,6,0,4,21,1,2,3,3,0,1,0,3,5,0,3,15,0,0,3,4,1,4,1,0,1,0,1
57909201,174,0,6,10,28,8,17,3,40,34,9,19,105,0,2,4,19,2,4,2,32,23,6,11,69,0,4,6,9,6,13,1,8,11,3,8
57910601,208,2,12,20,24,9,24,1,27,54,13,22,124,1,5,7,14,4,7,1,25,40,4,16,84,1,7,13,10,5,17,0,2,14,9,6
57911401,164,0,16,20,22,7,24,0,14,35,10,16,94,0,9,8,15,2,10,0,12,24,5,9,70,0,7,12,7,5,14,0,2,11,5,7
57911402,132,0,11,17,18,6,16,1,14,24,9,16,73,0,5,6,12,3,5,1,13,12,6,10,59,0,6,11,6,3,11,0,1,12,3,6
57911403,48,0,3,5,4,3,13,2,10,4,0,4,26,0,1,2,2,0,4,1,9,4,0,3,22,0,2,3,2,3,9,1,1,0,0,1
57912201,492,0,17,55,73,22,75,11,85,81,28,45,275,0,12,14,34,6,31,6,78,54,15,25,217,0,5,41,39,16,44,5,7,27,13,20
57913101,198,0,5,21,32,11,34,5,34,30,5,21,115,0,2,10,14,4,9,4,32,26,2,12,83,0,3,11,18,7,25,1,2,4,3,9
57914901,138,0,7,6,25,6,23,9,15,23,7,17,79,0,5,3,13,2,7,7,12,14,3,13,59,0,2,3,12,4,16,2,3,9,4,4
57915701,284,0,8,28,40,13,32,7,43,62,14,37,158,0,6,13,21,4,8,4,35,38,6,23,126,0,2,15,19,9,24,3,8,24,8,14
57915702,63,0,5,7,10,5,3,2,13,7,0,11,35,0,3,3,5,2,0,1,11,4,0,6,28,0,2,4,5,3,3,1,2,3,0,5
57916501,386,0,15,47,44,17,59,9,56,69,19,51,210,0,6,15,23,6,21,6,49,43,10,31,176,0,9,32,21,11,38,3,7,26,9,20
57917301,87,0,4,5,14,4,12,2,16,18,4,8,51,0,3,3,6,0,5,2,12,11,3,6,36,0,1,2,8,4,7,0,4,7,1,2
57917302,50,0,3,3,7,1,6,0,7,11,4,8,25,0,1,0,4,0,1,0,6,7,2,4,25,0,2,3,3,1,5,0,1,4,2,4
57917303,22,0,1,2,4,1,3,2,5,2,0,2,14,0,0,2,2,0,1,1,4,2,0,2,8,0,1,0,2,1,2,1,1,0,0,0
57917304,12,0,0,1,0,0,3,2,1,2,1,2,6,0,0,0,0,0,1,0,1,2,1,1,6,0,0,1,0,0,2,2,0,0,0,1
57918101,154,0,9,33,12,7,22,2,26,27,2,14,83,0,5,10,5,1,11,1,23,18,0,9,71,0,4,23,7,6,11,1,3,9,2,5
57918102,15,0,2,1,2,2,2,2,2,1,0,1,8,0,2,0,1,1,0,1,2,0,0,1,7,0,0,1,1,1,2,1,0,1,0,0
57918103,20,0,2,1,3,0,3,0,5,3,1,2,10,0,1,0,1,0,1,0,4,3,0,0,10,0,1,1,2,0,2,0,1,0,1,2
57919001,337,0,17,36,45,17,47,6,59,56,13,41,186,0,12,7,23,6,15,4,44,47,7,21,151,0,5,29,22,11,32,2,15,9,6,20
57920301,94,0,3,10,12,2,7,7,20,17,5,11,57,0,2,4,6,1,2,7,18,14,0,3,37,0,1,6,6,1,5,0,2,3,5,8
57920302,149,0,2,31,8,13,23,2,21,17,15,17,82,0,1,12,6,7,4,2,18,13,7,12,67,0,1,19,2,6,19,0,3,4,8,5
57920303,70,0,5,7,13,4,6,0,11,8,3,13,42,0,3,4,7,1,3,0,10,5,1,8,28,0,2,3,6,3,3,0,1,3,2,5
57920304,99,0,5,4,15,10,13,3,22,13,2,12,57,0,3,1,7,2,7,2,17,10,2,6,42,0,2,3,8,8,6,1,5,3,0,6
57920305,204,0,14,25,32,9,41,3,23,23,8,26,116,0,9,9,20,3,18,1,20,21,4,11,88,0,5,16,12,6,23,2,3,2,4,15
57920306,77,0,3,11,16,2,8,1,12,6,6,12,44,0,2,3,10,1,3,1,9,4,3,8,33,0,1,8,6,1,5,0,3,2,3,4
57920307,22,0,0,1,3,1,5,1,3,3,1,4,14,0,0,1,0,0,1,1,3,3,1,4,8,0,0,0,3,1,4,0,0,0,0,0
57920308,135,0,14,32,28,8,16,2,11,10,4,10,80,0,10,17,17,2,4,2,11,7,2,8,55,0,4,15,11,6,12,0,0,3,2,2
57920309,46,0,1,5,6,3,15,2,1,5,5,3,23,0,1,2,3,0,7,1,1,4,2,2,23,0,0,3,3,3,8,1,0,1,3,1
57920310,253,1,11,29,30,7,52,1,24,35,25,38,132,1,8,11,21,2,17,1,19,23,8,21,121,0,3,18,9,5,35,0,5,12,17,17
57920311,389,0,23,62,70,25,52,3,58,44,14,38,219,0,16,29,32,9,18,2,50,32,7,24,170,0,7,33,38,16,34,1,8,12,7,14
57920312,888,3,33,129,103,54,151,8,117,108,40,142,492,3,22,49,54,13,51,4,98,81,18,99,396,0,11,80,49,41,100,4,19,27,22,43
57920313,918,1,46,155,138,49,149,6,128,105,41,100,488,1,26,62,66,16,54,4,105,85,14,55,430,0,20,93,72,33,95,2,23,20,27,45
57920314,68,0,1,8,9,5,8,2,12,6,10,7,33,0,1,2,4,0,2,1,10,3,5,5,35,0,0,6,5,5,6,1,2,3,5,2
57920315,605,1,21,85,87,41,89,4,77,95,30,75,349,1,13,39,45,17,29,3,71,75,14,42,256,0,8,46,42,24,60,1,6,20,16,33
57920316,994,2,28,131,148,44,159,7,137,150,73,115,524,2,18,42,81,12,48,3,116,100,34,68,470,0,10,89,67,32,111,4,21,50,39,47
57920317,531,0,24,84,80,23,74,4,61,89,29,63,263,0,13,32,35,7,23,3,49,54,11,36,268,0,11,52,45,16,51,1,12,35,18,27
57920318,155,0,2,16,14,11,32,1,25,26,11,17,77,0,1,9,6,2,11,1,21,15,4,7,78,0,1,7,8,9,21,0,4,11,7,10
57920319,7,0,0,1,2,1,1,0,1,0,0,1,4,0,0,1,0,0,1,0,1,0,0,1,3,0,0,0,2,1,0,0,0,0,0,0
57920320,560,1,36,91,97,37,84,3,64,66,22,59,296,1,22,30,55,15,24,2,57,45,10,35,264,0,14,61,42,22,60,1,7,21,12,24
57920321,109,0,3,17,19,7,20,1,17,8,3,14,62,0,2,6,11,3,9,0,16,6,2,7,47,0,1,11,8,4,11,1,1,2,1,7
57920322,70,0,7,12,7,3,10,0,14,10,2,5,39,0,4,6,3,1,0,0,14,7,2,2,31,0,3,6,4,2,10,0,0,3,0,3
57920324,776,0,39,174,125,37,106,5,83,88,31,88,388,0,29,58,63,13,39,3,73,57,10,43,388,0,10,116,62,24,67,2,10,31,21,45
57921101,247,0,8,32,33,7,23,5,45,48,15,31,138,0,6,10,20,4,5,4,32,30,7,20,109,0,2,22,13,3,18,1,13,18,8,11
57921102,12,0,1,0,1,0,3,1,1,3,1,1,8,0,1,0,0,0,0,1,1,3,1,1,4,0,0,0,1,0,3,0,0,0,0,0
57921104,13,0,1,4,1,0,3,0,0,2,0,2,7,0,1,2,1,0,1,0,0,2,0,0,6,0,0,2,0,0,2,0,0,0,0,2
57921105,101,0,7,14,11,4,18,1,24,8,5,9,58,0,4,6,5,2,9,1,21,5,2,3,43,0,3,8,6,2,9,0,3,3,3,6
57921106,14,0,3,4,2,0,2,0,2,0,1,0,8,0,2,2,1,0,0,0,2,0,1,0,6,0,1,2,1,0,2,0,0,0,0,0
57921108,27,0,0,0,4,4,5,2,3,4,2,3,12,0,0,0,2,0,2,1,1,4,0,2,15,0,0,0,2,4,3,1,2,0,2,1
57921109,21,0,1,3,3,3,3,2,1,2,1,2,11,0,0,2,1,1,1,1,1,1,1,2,10,0,1,1,2,2,2,1,0,1,0,0
57921110,34,0,1,2,7,0,5,1,9,5,1,3,20,0,1,1,3,0,1,0,7,3,1,3,14,0,0,1,4,0,4,1,2,2,0,0
57922001,20,0,3,1,5,3,1,2,1,3,0,1,11,0,2,0,2,2,1,0,1,2,0,1,9,0,1,1,3,1,0,2,0,1,0,0
57922002,26,0,0,7,1,0,1,4,2,5,3,3,14,0,0,3,0,0,0,2,2,3,2,2,12,0,0,4,1,0,1,2,0,2,1,1
57922003,433,1,19,76,63,30,61,1,51,63,15,53,235,1,14,29,34,9,19,0,45,49,8,27,198,0,5,47,29,21,42,1,6,14,7,26
57923801,210,1,7,17,22,11,30,11,40,39,10,22,117,0,6,3,10,2,11,8,33,24,7,13,93,1,1,14,12,9,19,3,7,15,3,9
57924601,48,1,1,4,6,1,10,1,6,12,2,4,30,1,0,1,6,0,4,1,6,9,0,2,18,0,1,3,0,1,6,0,0,3,2,2
57925401,172,0,9,20,32,11,18,6,26,22,10,18,102,0,6,7,19,3,6,3,23,17,6,12,70,0,3,13,13,8,12,3,3,5,4,6
57926202,15,0,0,6,2,0,3,1,0,1,1,1,9,0,0,3,0,0,3,1,0,0,1,1,6,0,0,3,2,0,0,0,0,1,0,0
57926203,22,0,1,5,5,1,7,1,0,2,0,0,12,0,0,2,4,0,3,1,0,2,0,0,10,0,1,3,1,1,4,0,0,0,0,0
57926206,84,0,7,10,12,4,19,1,9,8,6,8,51,0,7,5,5,1,10,1,9,7,1,5,33,0,0,5,7,3,9,0,0,1,5,3
57926207,315,0,20,49,32,9,62,4,26,39,24,50,167,0,11,14,13,2,22,4,23,34,12,32,148,0,9,35,19,7,40,0,3,5,12,18
57926209,45,0,3,3,6,2,10,1,8,5,3,4,27,0,2,2,2,0,7,1,6,3,0,4,18,0,1,1,4,2,3,0,2,2,3,0
57927101,32,0,0,3,2,0,4,1,9,8,4,1,21,0,0,1,2,0,1,1,7,5,3,1,11,0,0,2,0,0,3,0,2,3,1,0
57927102,66,0,2,7,7,4,10,0,11,13,2,10,41,0,2,2,5,2,4,0,10,9,2,5,25,0,0,5,2,2,6,0,1,4,0,5
57927103,24,1,2,3,7,0,1,1,2,4,0,3,12,0,1,1,1,0,0,1,2,4,0,2,12,1,1,2,6,0,1,0,0,0,0,1
57927104,22,0,1,2,4,0,2,2,1,7,1,2,14,0,1,1,2,0,0,2,1,5,0,2,8,0,0,1,2,0,2,0,0,2,1,0
57928901,38,0,1,7,7,2,5,0,6,7,0,3,19,0,1,1,3,0,1,0,6,5,0,2,19,0,0,6,4,2,4,0,0,2,0,1
57929701,1927,2,56,221,231,97,248,12,284,416,120,240,1065,2,36,91,118,29,75,8,248,267,51,140,862,0,20,130,113,68,173,4,36,149,69,100
57930102,81,2,4,8,14,7,14,4,14,9,1,4,46,2,3,4,7,0,5,3,14,8,0,0,35,0,1,4,7,7,9,1,0,1,1,4
57930103,26,0,3,5,1,0,2,2,3,7,0,3,15,0,2,0,1,0,0,2,3,6,0,1,11,0,1,5,0,0,2,0,0,1,0,2
57931901,327,2,18,26,40,16,43,12,58,62,12,38,189,2,13,6,24,5,10,8,48,43,7,23,138,0,5,20,16,11,33,4,10,19,5,15
57931902,124,0,2,10,13,8,14,1,23,24,7,22,72,0,1,4,7,2,6,1,20,17,1,13,52,0,1,6,6,6,8,0,3,7,6,9
57931903,31,0,2,2,8,2,6,1,4,3,0,3,17,0,1,1,6,0,1,1,4,1,0,2,14,0,1,1,2,2,5,0,0,2,0,1
57932701,14,0,0,0,0,2,1,2,2,3,1,3,9,0,0,0,0,1,0,1,2,1,1,3,5,0,0,0,0,1,1,1,0,2,0,0
57932702,24,0,0,6,3,0,4,0,3,1,1,6,18,0,0,2,3,0,3,0,3,1,1,5,6,0,0,4,0,0,1,0,0,0,0,1
57932703,233,1,8,24,28,10,39,7,39,28,14,35,131,1,3,11,20,2,13,4,33,20,5,19,102,0,5,13,8,8,26,3,6,8,9,16
57933501,233,1,8,29,26,13,25,5,45,31,10,40,144,1,5,13,15,7,10,4,40,22,5,22,89,0,3,16,11,6,15,1,5,9,5,18
57933502,93,0,3,13,13,1,16,2,16,14,7,8,47,0,2,6,5,0,8,1,13,6,2,4,46,0,1,7,8,1,8,1,3,8,5,4
57934301,25,0,3,3,3,2,2,0,5,5,0,2,17,0,3,1,2,0,2,0,4,3,0,2,8,0,0,2,1,2,0,0,1,2,0,0
57935103,16,0,2,4,1,0,6,1,0,0,0,2,8,0,2,3,0,0,1,1,0,0,0,1,8,0,0,1,1,0,5,0,0,0,0,1
57935104,34,0,4,7,3,5,7,1,2,0,1,4,19,0,4,3,2,1,2,1,2,0,1,3,15,0,0,4,1,4,5,0,0,0,0,1
57935105,65,0,7,8,9,3,14,0,3,2,4,15,37,0,4,4,8,0,6,0,3,2,2,8,28,0,3,4,1,3,8,0,0,0,2,7
57935106,239,0,11,49,20,10,67,2,8,13,17,42,127,0,7,15,9,7,35,2,8,11,7,26,112,0,4,34,11,3,32,0,0,2,10,16
57936001,132,0,9,21,24,9,14,0,18,13,9,15,72,0,7,3,15,2,5,0,17,12,1,10,60,0,2,18,9,7,9,0,1,1,8,5
57937801,12,0,1,1,2,1,1,0,1,2,1,2,8,0,1,0,2,1,0,0,1,1,1,1,4,0,0,1,0,0,1,0,0,1,0,1
57937802,21,0,1,4,4,1,1,0,4,4,1,1,10,0,0,1,2,0,0,0,4,2,0,1,11,0,1,3,2,1,1,0,0,2,1,0
57937803,112,0,7,9,13,3,8,1,18,29,8,16,61,0,4,3,6,1,3,1,14,19,2,8,51,0,3,6,7,2,5,0,4,10,6,8
57937804,32,0,1,1,9,3,1,1,8,4,0,4,22,0,0,0,5,1,0,1,8,3,0,4,10,0,1,1,4,2,1,0,0,1,0,0
57937805,65,0,2,6,5,3,3,5,14,12,8,7,36,0,1,0,1,0,2,3,13,8,4,4,29,0,1,6,4,3,1,2,1,4,4,3
57937807,15,0,1,1,3,2,4,0,2,1,1,0,8,0,1,1,1,0,2,0,2,0,1,0,7,0,0,0,2,2,2,0,0,1,0,0
57938601,100,0,2,11,18,7,8,2,11,25,6,10,59,0,1,1,14,3,3,1,11,17,4,4,41,0,1,10,4,4,5,1,0,8,2,6
57939401,119,0,6,13,19,5,10,0,22,29,7,8,73,0,5,6,11,2,3,0,20,21,1,4,46,0,1,7,8,3,7,0,2,8,6,4
57939402,24,0,0,2,4,2,2,1,3,4,1,5,14,0,0,0,2,1,1,1,3,3,0,3,10,0,0,2,2,1,1,0,0,1,1,2
57939403,99,0,3,7,15,5,8,2,18,16,15,10,58,0,3,5,9,1,2,2,12,10,7,7,41,0,0,2,6,4,6,0,6,6,8,3
57940801,14,1,0,2,4,3,2,0,1,0,0,1,8,1,0,1,2,1,1,0,1,0,0,1,6,0,0,1,2,2,1,0,0,0,0,0
57940803,83,1,4,6,8,7,10,2,20,11,4,10,49,1,2,2,4,1,3,1,15,10,3,7,34,0,2,4,4,6,7,1,5,1,1,3
57940804,20,0,2,2,3,0,2,1,3,1,2,4,15,0,2,2,3,0,1,0,2,1,1,3,5,0,0,0,0,0,1,1,1,0,1,1
57941602,30,0,1,2,3,2,7,2,6,5,1,1,17,0,1,1,2,0,3,1,5,2,1,1,13,0,0,1,1,2,4,1,1,3,0,0
57941603,92,0,4,11,14,4,10,3,10,13,11,12,58,0,4,6,5,1,6,3,8,12,6,7,34,0,0,5,9,3,4,0,2,1,5,5
57942401,270,0,9,32,34,19,37,9,36,56,12,26,151,0,6,12,19,5,13,7,29,41,6,13,119,0,3,20,15,14,24,2,7,15,6,13
57943201,228,0,8,22,27,10,41,6,26,53,14,21,130,0,7,7,15,4,13,5,24,38,6,11,98,0,1,15,12,6,28,1,2,15,8,10
57943202,644,0,27,79,98,41,100,13,79,117,18,72,352,0,21,26,48,21,31,9,70,79,8,39,292,0,6,53,50,20,69,4,9,38,10,33
57944101,43,1,5,4,1,4,4,0,7,11,0,6,23,1,2,2,0,1,0,0,6,8,0,3,20,0,3,2,1,3,4,0,1,3,0,3
57944102,20,0,3,3,4,3,1,0,4,0,1,1,11,0,2,1,3,1,0,0,3,0,1,0,9,0,1,2,1,2,1,0,1,0,0,1
57944103,12,0,1,2,2,0,1,0,2,2,1,1,7,0,1,0,1,0,0,0,2,2,1,0,5,0,0,2,1,0,1,0,0,0,0,1
57944104,16,0,1,2,0,2,0,0,2,6,2,1,9,0,1,0,0,0,0,0,2,4,1,1,7,0,0,2,0,2,0,0,0,2,1,0
57945902,142,0,4,8,20,11,10,2,26,31,8,22,85,0,2,1,8,4,4,2,23,23,3,15,57,0,2,7,12,7,6,0,3,8,5,7
57946702,34,0,4,5,5,1,2,0,9,2,2,4,18,0,1,2,2,1,0,0,8,2,0,2,16,0,3,3,3,0,2,0,1,0,2,2
57946703,27,0,1,0,1,2,5,2,3,5,4,4,16,0,0,0,1,1,1,1,3,5,1,3,11,0,1,0,0,1,4,1,0,0,3,1
57947501,153,0,9,21,14,8,21,4,22,29,3,22,81,0,6,6,6,1,2,4,18,23,2,13,72,0,3,15,8,7,19,0,4,6,1,9
57947502,20,0,0,0,4,1,3,0,5,5,0,2,10,0,0,0,1,0,0,0,5,3,0,1,10,0,0,0,3,1,3,0,0,2,0,1
57948301,65,0,0,9,16,7,4,2,13,8,4,2,38,0,0,4,7,1,2,2,12,7,2,1,27,0,0,5,9,6,2,0,1,1,2,1
57948302,10,0,0,3,4,1,0,0,1,0,0,1,7,0,0,1,4,0,0,0,1,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0
