kod_nadzsj_d,Obyvatelstvo celkem,Obyvatelstvo celkem - muži,Obyvatelstvo celkem - ženy,Obyvatelstvo - rodinný stav: svobodní  - celkem,Obyvatelstvo - rodinný stav: svobodní  - muži,Obyvatelstvo - rodinný stav: svobodní  - ženy,"Obyvatelstvo - rodinný stav: ženatí, vdané - celkem","Obyvatelstvo - rodinný stav: ženatí, vdané - muži","Obyvatelstvo - rodinný stav: ženatí, vdané - ženy",Obyvatelstvo - rodinný stav: rozvedení - celkem,Obyvatelstvo - rodinný stav: rozvedení - muži,Obyvatelstvo - rodinný stav: rozvedení - ženy,Obyvatelstvo - rodinný stav: ovdovělí - celkem,Obyvatelstvo - rodinný stav: ovdovělí - muži,Obyvatelstvo - rodinný stav: ovdovělí - ženy,Obyvatelstvo - rodinný stav: nezjištěno - celkem,Obyvatelstvo - rodinný stav: nezjištěno - muži,Obyvatelstvo - rodinný stav: nezjištěno - ženy
54717407,5768,2792,2976,2543,1355,1188,2122,1058,1064,727,278,449,321,69,252,46,26,20
1311720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1314400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54741701,54,26,28,15,9,6,26,13,13,5,2,3,8,2,6,0,0,0
54741702,377,207,170,216,131,85,135,66,69,21,9,12,2,1,1,1,0,1
54741703,325,150,175,183,92,91,101,47,54,31,10,21,6,0,6,4,1,3
54741704,10945,5319,5626,5034,2649,2385,3998,2017,1981,1240,465,775,561,120,441,92,55,37
54741705,3822,1921,1901,1711,939,772,1413,719,694,497,217,280,184,35,149,17,11,6
54741706,4358,2158,2200,2508,1271,1237,1413,721,692,329,135,194,50,8,42,56,23,33
54741707,29,21,8,19,16,3,7,4,3,2,0,2,1,1,0,0,0,0
54741708,1668,808,860,932,481,451,537,262,275,145,54,91,36,6,30,16,5,11
54741709,124,62,62,49,24,25,53,27,26,17,10,7,4,0,4,1,1,0
1311990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54734401,230,110,120,108,59,49,84,43,41,22,6,16,16,2,14,0,0,0
54734402,860,440,420,356,191,165,347,176,171,110,57,53,45,14,31,0,0,0
54734404,205,106,99,134,72,62,54,29,25,10,4,6,2,0,2,5,1,4
54734405,21,10,11,5,3,2,10,5,5,2,0,2,4,2,2,0,0,0
54734406,2535,1247,1288,1140,604,536,1013,519,494,221,97,124,147,20,127,13,6,7
54734407,3365,1632,1733,1661,869,792,1105,565,540,399,157,242,180,33,147,19,7,12
1272300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3057910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3182050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50008901,1651,821,830,910,482,428,451,225,226,193,88,105,61,7,54,31,14,17
50008902,685,355,330,380,203,177,180,99,81,78,26,52,22,9,13,25,18,7
50008903,2662,1286,1376,1413,737,676,671,335,336,354,153,201,137,20,117,80,34,46
50008904,1497,779,718,879,486,393,345,171,174,143,69,74,57,13,44,69,36,33
50008905,2606,1294,1312,1341,724,617,773,398,375,320,119,201,101,12,89,64,37,27
50008906,2950,1479,1471,1500,802,698,835,424,411,349,160,189,145,23,122,115,66,49
50008907,1944,942,1002,1079,551,528,523,260,263,232,92,140,75,17,58,29,19,10
50008908,4353,2215,2138,2300,1264,1036,1293,665,628,446,183,263,172,19,153,124,71,53
50008909,6303,3252,3051,3369,1863,1506,1643,845,798,798,380,418,271,42,229,202,102,100
50008910,2938,1420,1518,1577,814,763,796,404,392,313,128,185,148,24,124,96,47,49
50008912,4203,2105,2098,2203,1183,1020,1273,648,625,444,185,259,162,18,144,112,62,50
50008913,4858,2347,2511,2630,1347,1283,1414,710,704,477,189,288,213,35,178,108,51,57
50008914,56,50,6,29,26,3,3,2,1,13,12,1,0,0,0,11,10,1
50008916,2547,1262,1285,1337,705,632,776,390,386,231,99,132,99,14,85,94,44,50
50008917,2003,1006,997,1086,567,519,550,285,265,222,98,124,89,20,69,52,32,20
50008918,4149,2089,2060,2261,1227,1034,1062,543,519,561,225,336,174,39,135,83,47,36
3065170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3249060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53821301,3280,1595,1685,1448,772,676,1249,621,628,406,169,237,159,26,133,13,5,8
53821302,38,28,10,14,11,3,12,9,3,9,6,3,2,1,1,1,1,0
53821304,37,22,15,20,12,8,10,7,3,7,3,4,0,0,0,0,0,0
53821307,36,24,12,11,7,4,14,8,6,10,8,2,1,1,0,0,0,0
53821308,7273,3580,3693,2964,1623,1341,3075,1541,1534,743,314,429,455,78,377,30,20,10
53821309,331,201,130,136,88,48,113,71,42,38,26,12,9,0,9,35,16,19
53821310,329,167,162,161,86,75,128,65,63,28,13,15,12,3,9,0,0,0
53821311,3890,1897,1993,1684,913,771,1505,760,745,422,160,262,246,45,201,31,17,14
53821312,89,44,45,42,22,20,34,16,18,11,6,5,2,0,2,0,0,0
3173220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53894901,36,19,17,16,9,7,16,8,8,3,2,1,1,0,1,0,0,0
53894902,7183,3598,3585,2986,1626,1360,3166,1602,1564,634,280,354,371,73,298,24,17,7
53894903,2261,1101,1160,938,508,430,949,477,472,249,89,160,119,25,94,4,2,2
53894904,949,457,492,452,231,221,389,191,198,82,34,48,24,0,24,2,1,1
3175010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3175510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3297540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53893101,703,357,346,316,181,135,302,150,152,57,20,37,27,5,22,1,1,0
53893103,77,39,38,38,22,16,19,10,9,16,6,10,3,0,3,1,1,0
53893104,2495,1203,1292,1379,694,685,820,402,418,225,83,142,45,9,36,20,10,10
53893106,81,46,35,45,27,18,24,11,13,7,6,1,5,2,3,0,0,0
53893107,5957,2994,2963,2694,1484,1210,2265,1153,1112,687,289,398,276,51,225,29,15,14
53893109,2382,1137,1245,1299,661,638,795,396,399,241,70,171,35,5,30,11,4,7
53893110,861,392,469,420,201,219,300,144,156,84,34,50,44,6,38,9,4,5
53893111,1347,656,691,702,353,349,498,250,248,123,48,75,13,1,12,10,3,7
1274000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50009701,32,19,13,21,14,7,3,2,1,8,3,5,0,0,0,0,0,0
50009702,1476,721,755,757,397,360,465,228,237,138,62,76,72,12,60,42,20,22
50009703,128,70,58,78,39,39,26,15,11,14,10,4,4,1,3,4,3,1
50009704,5783,2773,3010,3034,1577,1457,1518,763,755,760,299,461,330,58,272,132,68,64
50009705,3528,1974,1554,2042,1205,837,756,383,373,567,326,241,83,15,68,67,36,31
50009706,51,29,22,28,15,13,15,10,5,3,2,1,3,1,2,2,1,1
50009707,51,38,13,26,20,6,8,6,2,17,12,5,0,0,0,0,0,0
50009708,3012,1447,1565,1418,771,647,942,475,467,362,143,219,260,43,217,25,13,12
50009709,5402,2597,2805,2836,1457,1379,1460,747,713,713,285,428,297,47,250,68,39,29
50009710,3329,1504,1825,1536,798,738,1021,499,522,378,132,246,346,46,300,43,24,19
50009711,3658,1775,1883,1915,1001,914,1068,543,525,380,147,233,208,43,165,80,35,45
50009712,1108,542,566,644,321,323,381,187,194,56,24,32,5,0,5,18,7,11
50009713,5372,2700,2672,3178,1658,1520,1242,634,608,573,261,312,179,30,149,182,106,76
50009714,2494,1190,1304,1068,550,518,1033,517,516,232,80,152,129,26,103,31,16,15
50009715,2297,1069,1228,1294,627,667,585,289,296,259,104,155,115,23,92,37,22,15
50009716,4273,2227,2046,2551,1403,1148,1012,513,499,450,207,243,98,16,82,147,74,73
50009717,7102,3501,3601,3897,2074,1823,1888,934,954,895,376,519,269,43,226,129,60,69
50009718,4239,2076,2163,2141,1154,987,1245,631,614,533,198,335,238,43,195,77,47,30
50009719,1965,991,974,1132,594,538,635,315,320,118,53,65,27,4,23,46,18,28
50009720,2957,1391,1566,1401,733,668,990,496,494,345,120,225,194,29,165,24,12,12
50009721,2916,1357,1559,1516,764,752,780,390,390,387,145,242,169,27,142,55,24,31
50009722,3954,1934,2020,2144,1128,1016,1091,556,535,447,174,273,178,25,153,88,45,43
50009723,3726,1835,1891,1938,1021,917,1112,561,551,393,169,224,185,38,147,93,42,51
50009724,4377,2061,2316,2179,1108,1071,1287,648,639,542,210,332,260,33,227,97,52,45
50009725,1077,536,541,644,333,311,355,175,180,53,19,34,9,2,7,13,7,6
1276710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1281040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3069160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3159310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3160410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50011901,274,143,131,180,96,84,69,34,35,16,10,6,4,1,3,5,2,3
50011902,2797,1379,1418,1264,670,594,1092,546,546,289,127,162,136,25,111,12,7,5
50011903,885,391,494,398,181,217,330,164,166,95,39,56,57,5,52,5,2,3
50011905,64,56,8,25,23,2,7,4,3,27,25,2,1,0,1,4,4,0
50011906,55,41,14,18,16,2,20,11,9,15,12,3,1,1,0,1,1,0
50011907,8389,3962,4427,3524,1917,1607,2929,1478,1451,1049,361,688,804,155,649,76,44,32
50011908,1411,654,757,666,342,324,439,222,217,177,68,109,117,16,101,12,6,6
50011909,2998,1442,1556,1219,648,571,1284,640,644,276,118,158,212,34,178,6,2,4
50011911,2687,1288,1399,1079,570,509,1090,545,545,293,122,171,210,47,163,15,4,11
50011912,209,104,105,202,99,103,3,2,1,1,1,0,0,0,0,3,2,1
50011913,354,171,183,143,77,66,156,77,79,30,11,19,24,5,19,1,1,0
50011914,1706,852,854,726,417,309,518,264,254,307,144,163,144,22,122,11,5,6
50011915,736,364,372,320,161,159,283,141,142,103,50,53,25,7,18,5,5,0
50011916,699,358,341,293,167,126,271,136,135,84,43,41,39,7,32,12,5,7
50011917,483,244,239,214,126,88,187,93,94,47,17,30,33,8,25,0,0,0
50011918,3796,1773,2023,1798,946,852,1230,611,619,426,158,268,305,41,264,37,17,20
50011919,51,22,29,31,14,17,9,3,6,5,2,3,0,0,0,6,3,3
50011920,7270,3289,3981,3024,1555,1469,2470,1231,1239,996,344,652,706,120,586,59,32,27
50011921,59,9,50,23,7,16,14,0,14,15,1,14,2,0,2,5,1,4
50011922,3388,1607,1781,1700,883,817,978,491,487,465,174,291,210,40,170,31,17,14
50011923,2668,1282,1386,1130,590,540,1124,568,556,269,103,166,131,14,117,14,7,7
50011924,1965,934,1031,834,468,366,686,344,342,229,73,156,189,32,157,25,15,10
50011926,1494,1024,470,840,590,250,160,88,72,444,330,114,38,9,29,10,6,4
50011927,1176,531,645,620,316,304,269,136,133,144,58,86,126,17,109,16,4,12
50011928,1737,865,872,767,409,358,691,348,343,236,97,139,38,9,29,5,2,3
50011930,2418,1186,1232,1050,558,492,943,482,461,216,91,125,181,37,144,21,13,8
50011931,140,76,64,77,44,33,45,22,23,15,9,6,0,0,0,3,1,2
50011932,270,122,148,114,60,54,97,46,51,33,11,22,24,4,20,2,1,1
50011933,394,196,198,228,123,105,123,59,64,23,6,17,7,1,6,10,4,6
50011934,5226,2442,2784,2405,1256,1149,1628,815,813,653,266,387,441,53,388,92,48,44
50011936,4514,2166,2348,2356,1220,1136,1345,688,657,502,193,309,230,28,202,67,26,41
50011937,238,107,131,130,64,66,76,34,42,25,9,16,3,0,3,3,0,3
50011938,4585,2196,2389,2096,1079,1017,1573,796,777,563,221,342,299,68,231,52,30,22
50011941,3416,1641,1775,1459,779,680,1270,644,626,419,150,269,229,47,182,31,17,14
50011943,5330,2567,2763,2679,1411,1268,1596,794,802,690,272,418,289,47,242,65,37,28
50011944,3900,1805,2095,1831,937,894,1202,595,607,508,205,303,315,48,267,38,16,22
50011945,2398,1162,1236,1298,664,634,666,325,341,286,129,157,108,18,90,33,20,13
50011947,109,53,56,61,30,31,35,18,17,13,5,8,0,0,0,0,0,0
50011948,5449,2582,2867,2886,1485,1401,1435,709,726,768,308,460,292,42,250,56,30,26
50011949,1301,1065,236,730,619,111,189,126,63,267,227,40,22,5,17,90,85,5
50011950,4366,2080,2286,2305,1167,1138,1273,629,644,518,211,307,185,25,160,75,40,35
50011951,5917,2911,3006,3378,1778,1600,1429,707,722,730,314,416,257,44,213,112,62,50
50011952,2247,1094,1153,1242,648,594,621,310,311,226,88,138,102,17,85,50,25,25
50011953,4647,2269,2378,2389,1274,1115,1369,690,679,542,216,326,273,43,230,62,34,28
50011954,25,15,10,15,11,4,8,4,4,1,0,1,1,0,1,0,0,0
50011955,2764,1293,1471,1336,692,644,874,432,442,337,125,212,185,23,162,28,19,9
50011956,2427,1224,1203,1180,638,542,885,444,441,215,95,120,108,24,84,36,22,14
50011957,2154,1001,1153,966,491,475,803,392,411,216,84,132,153,24,129,14,8,6
50011958,1548,722,826,683,369,314,558,278,280,171,53,118,121,13,108,15,9,6
50011959,46,25,21,23,15,8,18,9,9,1,0,1,3,0,3,1,1,0
50011960,2837,1296,1541,1228,641,587,936,465,471,401,134,267,239,35,204,27,17,10
50011961,24,15,9,14,8,6,1,1,0,9,6,3,0,0,0,0,0,0
50011962,2581,1226,1355,1092,594,498,874,439,435,367,148,219,233,38,195,13,7,6
50011963,762,373,389,292,163,129,320,158,162,83,39,44,66,12,54,1,1,0
50011965,109,51,58,59,31,28,29,13,16,18,7,11,2,0,2,1,0,1
50011966,2398,1134,1264,965,514,451,950,472,478,270,114,156,203,30,173,8,4,4
50011967,2810,1336,1474,1265,646,619,1087,544,543,271,105,166,172,30,142,11,8,3
50011969,3753,1750,2003,1847,937,910,1061,543,518,530,216,314,276,39,237,33,13,20
50011970,2503,1206,1297,1099,574,525,990,490,500,220,98,122,179,35,144,14,8,6
1287240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3058980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3207730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50014301,1078,524,554,560,286,274,358,174,184,103,47,56,35,5,30,20,10,10
50014302,239,117,122,125,69,56,56,27,29,38,17,21,13,2,11,7,2,5
50014303,424,205,219,170,91,79,185,93,92,39,16,23,28,4,24,2,1,1
50014304,3555,1733,1822,1591,855,736,1367,683,684,434,155,279,146,32,114,17,8,9
50014305,877,422,455,399,212,187,342,164,178,77,37,40,52,6,46,6,2,4
50014306,3801,1808,1993,1824,949,875,1288,639,649,547,190,357,122,18,104,19,11,8
50014307,1694,815,879,898,463,435,556,273,283,173,62,111,42,6,36,21,9,12
50014309,2280,1083,1197,1297,651,646,681,328,353,207,75,132,47,3,44,41,19,22
50014310,77,39,38,30,17,13,33,16,17,10,4,6,4,2,2,0,0,0
50014311,65,28,37,35,16,19,19,10,9,9,2,7,2,0,2,0,0,0
50014312,650,309,341,318,166,152,223,112,111,73,23,50,29,5,24,6,2,4
50014313,3519,1664,1855,1541,804,737,1392,684,708,425,140,285,135,21,114,23,15,8
50014314,25,12,13,9,4,5,15,8,7,1,0,1,0,0,0,0,0,0
50014315,1863,893,970,923,461,462,655,328,327,182,81,101,93,16,77,10,7,3
50014317,448,215,233,279,136,143,113,56,57,47,19,28,5,2,3,3,1,2
50014318,3264,1543,1721,1342,706,636,1372,666,706,389,127,262,144,32,112,12,7,5
50014319,680,325,355,287,147,140,288,142,146,51,21,30,49,11,38,3,2,1
50014321,604,296,308,277,147,130,216,107,109,84,33,51,22,5,17,1,0,1
50014322,1348,662,686,611,334,277,521,259,262,114,43,71,89,18,71,11,6,5
50014323,2386,1122,1264,1173,591,582,793,397,396,217,85,132,165,28,137,33,18,15
50014324,4279,2077,2202,1895,1025,870,1651,818,833,430,158,272,257,49,208,42,23,19
50014325,3429,1799,1630,1971,1085,886,885,474,411,378,168,210,102,18,84,92,53,39
50014326,595,295,300,327,172,155,179,89,90,64,24,40,15,3,12,8,5,3
50014327,305,160,145,165,96,69,93,44,49,36,17,19,7,0,7,3,2,1
50014328,284,156,128,145,80,65,96,52,44,25,11,14,4,2,2,8,5,3
50014329,125,69,56,101,58,43,9,6,3,6,1,5,1,0,1,7,3,4
50014330,2817,1375,1442,1574,806,768,774,396,378,277,102,175,93,11,82,88,52,36
50014331,32,14,18,17,7,10,13,6,7,2,1,1,0,0,0,0,0,0
50014332,29,19,10,19,12,7,3,2,1,6,5,1,1,0,1,0,0,0
50014333,2441,1188,1253,1338,683,655,656,340,316,315,135,180,99,14,85,29,14,15
50014334,1255,631,624,680,363,317,345,182,163,138,60,78,63,12,51,29,14,15
50014335,2015,953,1062,985,500,485,668,331,337,214,89,125,126,19,107,21,13,8
50014336,4389,2115,2274,2380,1213,1167,1172,592,580,532,227,305,203,30,173,82,39,43
50014338,4738,2525,2213,2597,1460,1137,1147,588,559,695,384,311,183,34,149,108,51,57
50014339,1285,625,660,663,346,317,356,182,174,161,60,101,60,14,46,41,21,20
50014340,1695,848,847,814,449,365,610,305,305,172,71,101,83,15,68,13,5,8
50014341,108,79,29,41,34,7,49,36,13,9,4,5,3,1,2,6,4,2
50014342,2484,1207,1277,1128,594,534,925,463,462,248,96,152,162,38,124,19,14,5
50014343,296,179,117,164,99,65,68,39,29,45,27,18,4,0,4,14,13,1
50014344,2891,1341,1550,1558,759,799,789,383,406,365,152,213,122,15,107,49,26,23
50014345,674,346,328,363,200,163,241,117,124,53,25,28,13,2,11,4,2,2
50014346,3239,1565,1674,1841,973,868,792,402,390,367,137,230,174,29,145,56,20,36
50014348,4665,2250,2415,2224,1154,1070,1659,824,835,495,201,294,253,47,206,33,23,10
50014349,821,391,430,368,200,168,298,149,149,110,31,79,38,7,31,5,2,3
50014350,3855,1849,2006,1789,939,850,1456,730,726,384,128,256,191,34,157,32,15,17
50014352,53,23,30,16,11,5,19,6,13,10,4,6,7,1,6,1,1,0
50014353,3588,1810,1778,1664,915,749,1348,687,661,360,148,212,171,38,133,41,18,23
50014355,1221,597,624,724,359,365,385,191,194,73,32,41,10,2,8,28,12,16
50014357,25,13,12,9,5,4,12,6,6,3,2,1,1,0,1,0,0,0
50014358,52,31,21,26,17,9,13,7,6,11,5,6,1,1,0,1,1,0
50014360,2472,1224,1248,1259,654,605,937,469,468,206,77,129,36,11,25,34,13,21
50014361,28,13,15,10,4,6,14,7,7,4,2,2,0,0,0,0,0,0
50014362,245,121,124,148,73,75,69,32,37,24,13,11,1,0,1,3,3,0
50014363,717,358,359,378,202,176,193,100,93,111,48,63,28,4,24,5,2,3
50014364,24,13,11,8,4,4,9,6,3,4,3,1,1,0,1,2,0,2
50014365,2959,1353,1606,1329,661,668,1091,538,553,319,102,217,199,39,160,17,10,7
1294370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1296400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1297470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3248920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50017801,260,126,134,127,66,61,96,44,52,18,8,10,9,2,7,8,4,4
50017802,843,413,430,422,218,204,281,145,136,87,34,53,40,8,32,13,8,5
50017804,745,359,386,352,178,174,278,136,142,79,38,41,28,2,26,8,5,3
50017805,352,177,175,151,79,72,155,78,77,28,14,14,17,5,12,1,1,0
50017806,20,9,11,9,5,4,6,3,3,5,1,4,0,0,0,0,0,0
50017807,190,120,70,87,64,23,58,30,28,28,19,9,11,3,8,6,4,2
50017808,3720,1742,1978,1578,831,747,1289,646,643,539,194,345,288,56,232,18,9,9
50017809,141,76,65,86,49,37,17,9,8,32,14,18,2,1,1,4,3,1
50017810,3020,1687,1333,1494,896,598,1005,519,486,335,217,118,139,19,120,45,36,9
50017811,20,9,11,9,3,6,10,6,4,0,0,0,1,0,1,0,0,0
50017812,2024,996,1028,897,487,410,802,404,398,193,76,117,114,18,96,15,9,6
50017813,2118,1017,1101,953,491,462,811,407,404,222,91,131,123,25,98,9,3,6
50017814,761,366,395,340,170,170,344,170,174,53,20,33,21,4,17,1,0,1
50017815,57,24,33,24,8,16,25,13,12,5,2,3,2,0,2,1,1,0
50017816,2792,1288,1504,1274,660,614,946,463,483,312,118,194,238,39,199,19,8,11
50017817,611,292,319,302,157,145,213,107,106,53,16,37,32,5,27,11,7,4
50017818,263,142,121,142,82,60,98,48,50,19,11,8,3,0,3,1,1,0
50017819,630,300,330,251,131,120,268,133,135,64,25,39,43,8,35,4,3,1
50017820,1598,784,814,656,363,293,644,313,331,158,69,89,128,33,95,12,6,6
50017821,38,23,15,23,16,7,7,4,3,6,3,3,2,0,2,0,0,0
50017822,745,303,442,336,145,191,176,90,86,59,19,40,115,18,97,56,29,27
50017823,6510,3143,3367,3283,1669,1614,2207,1095,1112,629,291,338,306,44,262,80,42,38
50017824,1903,889,1014,754,394,360,785,385,400,184,68,116,156,30,126,18,9,9
50017825,1110,789,321,974,701,273,50,30,20,14,11,3,3,1,2,69,46,23
50017826,1528,721,807,652,333,319,572,286,286,176,75,101,114,20,94,9,6,3
50017827,92,32,60,25,9,16,13,7,6,13,5,8,40,10,30,1,1,0
50017828,5223,2399,2824,2620,1330,1290,1462,722,740,743,275,468,354,48,306,41,24,17
50017829,2713,1306,1407,1436,759,677,774,388,386,224,84,140,214,40,174,64,34,30
50017830,2420,1128,1292,1031,534,497,947,463,484,219,97,122,203,25,178,17,9,8
50017831,4172,1981,2191,2041,1041,1000,1451,717,734,436,171,265,206,32,174,38,20,18
50017832,4389,2043,2346,2085,1081,1004,1478,733,745,436,154,282,343,55,288,46,20,26
50017833,1082,509,573,526,279,247,339,168,171,133,39,94,66,14,52,17,8,9
50017834,1143,574,569,540,287,253,451,228,223,93,47,46,40,3,37,14,5,9
50017835,3041,1416,1625,1420,749,671,993,501,492,349,121,228,254,32,222,23,13,10
50017836,35,19,16,22,14,8,8,4,4,4,1,3,0,0,0,1,0,1
50017837,113,56,57,45,20,25,46,23,23,17,10,7,4,2,2,1,1,0
50017838,5063,2363,2700,2379,1228,1151,1613,810,803,593,222,371,413,66,347,62,35,27
50017839,2831,1381,1450,1313,701,612,1028,519,509,284,113,171,181,33,148,23,13,10
50017840,1948,925,1023,993,503,490,656,327,329,172,65,107,103,17,86,20,11,9
50017842,73,38,35,28,15,13,34,17,17,9,5,4,2,1,1,0,0,0
50017843,278,156,122,236,135,101,21,13,8,4,1,3,4,1,3,13,6,7
50017844,3886,1908,1978,2048,1089,959,1227,609,618,380,146,234,154,19,135,70,39,31
50017845,4046,1927,2119,1921,980,941,1437,730,707,396,157,239,251,38,213,40,22,18
50017847,148,83,65,64,36,28,58,38,20,14,7,7,11,1,10,1,1,0
50017848,377,190,187,179,87,92,147,74,73,33,20,13,16,8,8,2,1,1
50017849,1482,708,774,792,395,397,512,253,259,121,40,81,32,6,26,23,12,11
50017850,401,184,217,186,88,98,172,82,90,24,10,14,15,1,14,3,2,1
50017852,2399,1147,1252,1132,629,503,752,377,375,256,93,163,219,24,195,40,24,16
50017853,1371,651,720,527,273,254,604,301,303,116,49,67,114,22,92,9,6,3
50017854,6992,3329,3663,3178,1626,1552,2734,1346,1388,576,235,341,442,93,349,54,25,29
50017855,9219,4659,4560,4753,2574,2179,2751,1378,1373,1153,556,597,447,83,364,106,59,47
50017856,5229,2508,2721,2627,1368,1259,1678,834,844,596,241,355,272,36,236,48,27,21
50017857,566,290,276,281,151,130,199,116,83,54,18,36,17,0,17,15,5,10
50017858,197,103,94,115,61,54,41,21,20,28,16,12,11,3,8,0,0,0
50017859,301,150,151,128,71,57,116,58,58,33,17,16,22,3,19,2,1,1
50017860,25,16,9,15,9,6,6,4,2,3,2,1,1,1,0,0,0,0
1302220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50018601,5429,2662,2767,2912,1513,1399,1627,812,815,549,233,316,216,37,179,116,59,57
50018602,5675,2807,2868,3099,1632,1467,1419,721,698,776,342,434,263,43,220,103,57,46
50018604,4752,2314,2438,2549,1312,1237,1294,646,648,582,266,316,220,40,180,95,42,53
50018605,4690,2292,2398,2606,1343,1263,1345,676,669,445,196,249,196,24,172,94,50,44
50018606,700,388,312,443,249,194,153,75,78,77,52,25,5,1,4,20,11,9
50018607,5556,2720,2836,2984,1582,1402,1557,784,773,648,262,386,260,36,224,97,46,51
50018608,572,327,245,357,201,156,130,82,48,55,32,23,9,1,8,19,9,10
50018610,22,10,12,15,6,9,6,3,3,1,1,0,0,0,0,0,0,0
50018611,1806,948,858,1044,550,494,564,296,268,153,81,72,12,1,11,29,18,11
50018612,8462,4120,4342,4402,2303,2099,2518,1267,1251,937,391,546,428,62,366,150,80,70
50018616,64,38,26,36,22,14,20,11,9,7,4,3,0,0,0,1,1,0
50018617,6714,3275,3439,3766,1921,1845,1956,974,982,623,262,361,241,46,195,121,68,53
1303380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1303620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1305830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
