,aic
100,51.520759813776294
300,51.4253271422828
500,51.33899489790418
700,51.26726570775594
900,51.2334868622272
1100,51.212991158333345
1300,51.1935150278674
1500,51.17885187346229
1700,51.18206089762495
1900,51.21136181658086
2100,51.09532771073938
2300,51.07228743793275
2500,51.06628668189806
2700,51.07959203381935
2900,51.0883949756407
3100,51.1036650552879
3300,51.10046646476818
3500,51.106866203169204
