,aic
100,59.605725330513664
300,59.5751651779254
500,59.48959652494611
700,59.44113684193232
900,59.40415313256373
1100,59.362144358826505
1300,59.34661905456466
1500,59.27036766587076
1700,59.3077701324051
1900,59.31149792230923
2100,59.31745937905804
2300,59.32137614487326
2500,59.3342109236723
2700,59.2944142095788
2900,59.30159333226223
3100,59.29049569101209
3300,59.27778650025377
3500,59.29032115246062
