,aic
100,59.51627247136533
300,59.40328370831003
500,59.301980847986
700,59.250625554138274
900,59.208968446399126
1100,59.18619372227499
1300,59.16104866229351
1500,59.14492423521425
1700,59.13632324258514
1900,59.13173435726683
2100,59.1209128316146
2300,59.11540952764411
2500,59.11574160367434
2700,59.10936065237166
2900,59.10619017282422
3100,59.10399622481902
3300,59.10009442315786
3500,59.09874371551834
