,aic
100,59.72447849213144
300,59.702073229542755
500,59.624573782623386
700,59.54461801882074
900,59.53482795142069
1100,59.48105316007436
1300,59.42597299977047
1500,59.37277010341811
1700,59.339640340825596
1900,59.29284427053698
2100,59.285994065858326
2300,59.25088791418139
2500,59.250254654642724
2700,59.24053118659626
2900,59.25280926458455
3100,59.24444688444638
3300,59.23897935133462
3500,59.22485777064935
