,aic
100,39.53106544958666
300,39.56894539118766
500,39.53237309350823
700,39.47820044229749
900,39.485168556318165
1100,39.46436184356763
1300,39.46694949486548
1500,39.44168145883064
1700,39.44092935247208
1900,39.43808096368453
2100,39.4412573542133
2300,39.421794639345634
2500,39.435529114609096
2700,39.433169673696455
2900,39.444831636182606
3100,39.436132685138396
3300,39.44409668645922
3500,39.448568401307995
