,aic
100,59.72380448208545
300,59.72917840214845
500,59.71541843262509
700,59.65609197548505
900,59.58456000459524
1100,59.52821800099967
1300,59.48104601419785
1500,59.46342249640679
1700,59.42518568714039
1900,59.42986960593069
2100,59.40736501385072
2300,59.41041713242499
2500,59.40530438653622
2700,59.417638556889045
2900,59.40712604198121
3100,59.399254084222115
3300,59.41134490732273
3500,59.39568542428026
