,aic
100,41.479975245506154
300,41.434816787521704
500,41.39072040568523
700,41.371271335062396
900,41.35832162355082
1100,41.350031154550265
1300,41.32732439686825
1500,41.33083604128583
1700,41.33359125710832
1900,41.33109245312146
2100,41.32603197196184
2300,41.325269121061154
2500,41.33518072070293
2700,41.34322469560688
2900,41.347385072612035
3100,41.35579640193253
3300,41.364156327084515
3500,41.36439951212289
