,aic
100,59.86778751863664
300,59.78168970509129
500,59.64751155641324
700,59.53377641420055
900,59.4647671098777
1100,59.436244427291584
1300,59.40074749120632
1500,59.383062171764166
1700,59.37152604090467
1900,59.35864505094422
2100,59.34319324269387
2300,59.34050030355177
2500,59.33505554166038
2700,59.33222398048275
2900,59.330060700590934
3100,59.322996686115445
3300,59.32097596075968
3500,59.32371735646106
