,aic
100,39.45029182042653
300,39.37511402006681
500,39.333165193414054
700,39.30764349905904
900,39.28009360983843
1100,39.26374592895902
1300,39.25332553344903
1500,39.242350938388185
1700,39.236650767891796
1900,39.23037221154985
2100,39.226305074997995
2300,39.22391887901975
2500,39.221297130191004
2700,39.21882175569261
2900,39.217876253566025
3100,39.21686005473025
3300,39.216338673336516
3500,39.21394667766014
