,aic
100,39.58776054477531
300,39.5277343518308
500,39.46386162668685
700,39.40727252747829
900,39.38258049260674
1100,39.3660604541992
1300,39.34561527585913
1500,39.3350246888865
1700,39.330223423143444
1900,39.32609844250152
2100,39.32052328525211
2300,39.31488968246357
2500,39.31408646913323
2700,39.308513788068446
2900,39.311561958951486
3100,39.30655684693222
3300,39.31067546664223
3500,39.30835767087624
