,aic
100,71.67157652805712
300,71.51774268917877
500,71.38307962460205
700,71.30565909919011
900,71.23424597146406
1100,71.20278871458463
1300,71.17748959699632
1500,71.1471783151326
1700,71.1372482664678
1900,71.12106021641486
2100,71.11811949409731
2300,71.10247161888225
2500,71.09775170055018
2700,71.09331631280698
2900,71.091009096444
3100,71.08938622788071
3300,71.08225529035089
3500,71.07955784771318
