,aic
100,39.54844016310773
300,39.47460137473435
500,39.44444120221921
700,39.40011276068935
900,39.36622388323761
1100,39.340635141158096
1300,39.2905491596572
1500,39.27448361629569
1700,39.25986875900065
1900,39.2403661786724
2100,39.23774671894481
2300,39.210736120553506
2500,39.220011312204186
2700,39.215959586627626
2900,39.221771645918054
3100,39.21279892169243
3300,39.216305558618835
3500,39.21670839900597
