,aic
100,39.10432645592274
300,39.04910564800361
500,38.99829537276355
700,38.94295442121555
900,38.93625137819016
1100,38.89067734513375
1300,38.893180821812905
1500,38.89076070476607
1700,38.87701044432009
1900,38.869816334602426
2100,38.88211455814875
2300,38.880724184542096
2500,38.87155099842122
2700,38.87678989282284
2900,38.89340870653614
3100,38.88370733244018
3300,38.89657667943708
3500,38.910402398736615
