,aic
100,41.37808584113046
300,41.34508786321475
500,41.28675903020724
700,41.28127943761559
900,41.29466347185702
1100,41.30377809531705
1300,41.31829496751045
1500,41.35489132962909
1700,41.37869421720323
1900,41.40130724337268
2100,41.4066410111351
2300,41.429803289458185
2500,41.43954413751283
2700,41.45196460946267
2900,41.44592869933018
3100,41.45313102668486
3300,41.45324356475609
3500,41.38880808400875
