,aic
100,41.2391082455306
300,41.17722946163857
500,41.13933339861229
700,41.13074447559654
900,41.12495687882466
1100,41.11626359486017
1300,41.11161779465641
1500,41.11287733652351
1700,41.143789293905336
1900,41.15800362695104
2100,41.083101281502
2300,41.0758169836408
2500,41.07566014882183
2700,41.08078214092171
2900,41.08747010978155
3100,41.09776115448579
3300,41.1034470111538
3500,41.10702214759134
