,aic
100,59.16141477313105
300,59.13631123244923
500,59.10844252844028
700,59.0667682121647
900,59.06093866290857
1100,58.97880657026058
1300,58.935759108826545
1500,58.899130156555785
1700,58.918178590760256
1900,58.91451355268487
2100,58.89537221671554
2300,58.88517930599786
2500,58.90671104766953
2700,58.89889191245441
2900,58.919114736057956
3100,58.91564864442898
3300,58.914791163427196
3500,58.92915577897527
