,aic
100,59.75559487597727
300,59.70675145399139
500,59.590981479195996
700,59.51125853401683
900,59.44954253830101
1100,59.444470933970365
1300,59.409764046757125
1500,59.38422194172434
1700,59.375981168153174
1900,59.37491659283948
2100,59.346149655537516
2300,59.332157759783755
2500,59.27458195004262
2700,59.28414866051825
2900,59.269724484772674
3100,59.27717656490404
3300,59.28237301856512
3500,59.281243004773934
