,aic
100,59.70413663738905
300,59.5017865516139
500,59.41117379443134
700,59.348836253608546
900,59.323221792516286
1100,59.283953512698886
1300,59.26643710948707
1500,59.24830832717388
1700,59.23892521961892
1900,59.22767725880614
2100,59.22568041460049
2300,59.216996008759864
2500,59.2112514238845
2700,59.20972380823864
2900,59.206641113650875
3100,59.20572862338833
3300,59.20620399645965
3500,59.20011825444245
